firm_id,index_date,index_year,split,event_1m,days_to_event_1m,event_5m,days_to_event_5m,event_10m,days_to_event_10m,censoring_horizon_days,n_pre_grants,total_pre_amount,max_single_award,years_first_to_index_days,n_grantors_pre,n_active_years_pre,n_phase1_pre,phase1_to_phase2_days,has_dod,has_nih,has_nsf,has_doe,has_nasa,has_usda,state_at_index,n_trl_observations,trl_mean_pre,trl_volatility,trl_max_pre,trl_min_pre,trl_first_grant,trl_at_index,trl_delta,trl_velocity_per_year,trl_span_days,has_embedding,amt_bucket,trl_delta_bin,is_troll,vc_AdTech,vc_AgriTech,vc_Artificial_Intelligence,vc_B2B_SaaS,vc_BioTech,vc_Blue_Economy_and_OceanTech,vc_CleanTech,vc_ClimateTech,vc_Cloud_Infrastructure,vc_Creator_Economy,vc_Cybersecurity,vc_DeepTech,vc_ESG_Technology,vc_EdTech,vc_ElderTech,vc_FinTech,vc_FoodTech,vc_Frontier_and_Dual_Use_Tech,vc_Gaming_and_eSports,vc_GovTech,vc_HRTech,vc_HealthTech,vc_IndustrialTech,vc_InsurTech,vc_LegalTech,vc_MarTech,vc_MedTech,vc_Media_and_Entertainment_Tech,vc_Mobility_and_Transportation_Tech,vc_NeuroTech,vc_PetTech,vc_PropTech,vc_Smart_Cities_and_Urban_Innovation,vc_SpaceTech,vc_SportsTech
firm_04858,2017-09-30,2017,train,1,390,1,625,1,985,3154,4,3459787.0,2096994.0,1187,2,3,2,1187.0,0,1,0,0,0,0,MD,4.0,3.5,1.7320508075688772,5.0,2.0,2.0,5.0,3.0,0.9231255265374894,1187.0,True,3M-6M,big_up,0,0.0,0.0,0.0,0.0,0.3724226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3421615,0.0,0.33758488,0.0,0.0,0.0,0.0,0.33711344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35367155,0.0,0.0,0.0,0.0,0.0
firm_04876,2016-11-01,2017,train,0,3487,0,3487,0,3487,3487,2,871352.0,748283.0,503,1,2,1,503.0,0,0,0,0,1,0,NM,2.0,3.5,2.1213203435596424,5.0,2.0,2.0,5.0,3.0,2.1784294234592445,503.0,True,500K-1.5M,big_up,0,0.0,0.3386285,0.0,0.0,0.0,0.0,0.3580314,0.0,0.0,0.0,0.0,0.39167383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43415567,0.0,0.0,0.0,0.0,0.0,0.0,0.36346018,0.0,0.0,0.0,0.0,0.0
firm_04880,2017-09-15,2017,train,1,1295,1,1295,1,1295,3169,2,784913.0,559913.0,623,1,2,1,623.0,0,0,1,0,0,0,MA,2.0,4.0,2.82842712474619,6.0,2.0,2.0,6.0,4.0,2.345104333868379,623.0,True,500K-1.5M,big_up,0,0.0,0.0,0.0,0.0,0.0,0.0,0.46766996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3425176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4069132,0.0
firm_04883,2017-07-31,2017,train,0,3215,0,3215,0,3215,3215,2,1145369.0,995569.0,413,1,2,1,413.0,0,0,0,1,0,0,PA,2.0,3.5,2.1213203435596424,5.0,2.0,2.0,5.0,3.0,2.653147699757869,413.0,True,500K-1.5M,big_up,0,0.0,0.0,0.0,0.0,0.5263434,0.42415267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
firm_04891,2017-09-06,2017,train,0,3178,0,3178,0,3178,3178,2,879588.0,729588.0,0,2,1,1,0.0,0,1,0,0,0,0,VA,2.0,3.5,2.1213203435596424,5.0,2.0,2.0,5.0,3.0,,0.0,True,500K-1.5M,big_up,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
firm_04893,2017-03-01,2017,train,1,1393,0,3367,0,3367,3367,4,1000160.0,511333.0,304,2,2,3,304.0,0,1,0,0,0,0,TX,4.0,3.5,1.914854215512676,6.0,2.0,2.0,6.0,4.0,4.805921052631579,304.0,True,500K-1.5M,big_up,0,0.0,0.0,0.0,0.0,0.39512804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42617932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
firm_04904,2017-03-24,2017,train,0,3344,0,3344,0,3344,3344,2,849680.0,749728.0,326,1,2,1,326.0,0,0,0,0,0,0,NJ,2.0,4.0,2.82842712474619,6.0,2.0,2.0,6.0,4.0,4.48159509202454,326.0,True,500K-1.5M,big_up,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46176255,0.0,0.0,0.0,0.0,0.37387288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38790843,0.36183456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
firm_04907,2017-09-01,2017,train,0,3183,0,3183,0,3183,3183,2,791788.0,550046.0,0,2,1,1,0.0,0,1,0,0,0,0,CO,2.0,3.0,1.414213562373095,4.0,2.0,2.0,4.0,2.0,,0.0,True,500K-1.5M,big_up,0,0.0,0.0,0.0,0.0,0.37739286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
firm_04910,2017-06-01,2017,train,0,3275,0,3275,0,3275,3275,3,1179555.0,999639.0,1294,2,3,2,1294.0,1,0,0,0,0,0,FL,3.0,3.333333333333333,2.3094010767585034,6.0,2.0,2.0,6.0,4.0,1.1290571870170016,1294.0,True,500K-1.5M,big_up,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3467082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34918302,0.0
firm_04923,2017-03-01,2017,train,0,3367,0,3367,0,3367,3367,2,975000.0,750000.0,790,1,2,1,790.0,0,0,1,0,0,0,CA,2.0,4.0,2.82842712474619,6.0,2.0,2.0,6.0,4.0,1.8493670886075952,790.0,True,500K-1.5M,big_up,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38995215,0.0,0.0,0.0,0.43198863,0.0,0.0,0.50738245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
firm_04924,2017-09-01,2017,train,0,3183,0,3183,0,3183,3183,2,811387.0,586897.0,0,2,1,1,0.0,0,1,0,0,0,0,MI,2.0,3.5,2.1213203435596424,5.0,2.0,2.0,5.0,3.0,,0.0,True,500K-1.5M,big_up,0,0.0,0.0,0.0,0.0,0.33241826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31820792,0.0,0.0,0.0,0.0,0.0,0.0,0.32168552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36031556,0.0,0.0,0.0,0.0,0.0
firm_04930,2017-08-20,2017,train,0,3195,0,3195,0,3195,3195,2,978718.0,749997.0,0,2,1,1,0.0,0,1,0,0,0,0,NV,2.0,4.0,2.82842712474619,6.0,2.0,2.0,6.0,4.0,,0.0,True,500K-1.5M,big_up,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31616196,0.0,0.0,0.0,0.3307228,0.0,0.0,0.3617785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
firm_04934,2016-10-31,2017,train,0,3488,0,3488,0,3488,3488,8,5384818.0,1809580.0,3850,1,6,5,3850.0,1,0,0,0,0,0,UT,8.0,3.625,1.995530720671285,7.0,2.0,4.0,6.0,2.0,0.1897402597402597,3850.0,True,3M-6M,big_up,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5345974,0.0,0.0,0.0,0.0,0.0,0.4111423,0.0,0.0,0.0,0.0,0.36330593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
firm_04936,2017-07-19,2017,train,0,3227,0,3227,0,3227,3227,2,1201623.0,901625.0,0,2,1,1,0.0,0,1,0,0,0,0,CA,2.0,3.5,2.1213203435596424,5.0,2.0,2.0,5.0,3.0,,0.0,True,500K-1.5M,big_up,0,0.0,0.0,0.0,0.0,0.47946447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39815348,0.0,0.0,0.0,0.0,0.0,0.0,0.41023234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
firm_04942,2017-09-15,2017,train,0,3169,0,3169,0,3169,3169,2,797714.0,603715.0,0,2,1,1,0.0,0,1,0,0,0,0,FL,2.0,3.5,2.1213203435596424,5.0,2.0,2.0,5.0,3.0,,0.0,True,500K-1.5M,big_up,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3351782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44239557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
firm_04957,2017-07-01,2017,train,0,3245,0,3245,0,3245,3245,2,1309820.0,1085076.0,0,2,1,1,0.0,0,1,0,0,0,0,MA,2.0,4.0,2.82842712474619,6.0,2.0,2.0,6.0,4.0,,0.0,True,500K-1.5M,big_up,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37880883,0.0,0.0,0.0,0.0,0.4362923,0.0,0.0,0.37951383,0.0,0.0,0.0,0.0,0.0
firm_04969,2017-07-31,2017,train,0,3215,0,3215,0,3215,3215,4,1425167.0,985995.0,413,1,2,3,413.0,0,0,0,1,0,0,TX,4.0,2.75,1.5,5.0,2.0,2.0,5.0,3.0,2.653147699757869,413.0,True,500K-1.5M,big_up,0,0.0,0.33964574,0.0,0.0,0.0,0.37443987,0.0,0.36936656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34115264,0.0,0.0,0.0,0.0,0.0,0.0,0.33824825,0.0,0.0,0.0,0.0,0.0
firm_04974,2017-09-01,2017,train,0,3183,0,3183,0,3183,3183,4,827325.0,508155.0,2741,3,3,3,2741.0,0,1,0,0,0,0,MA,4.0,2.75,1.5,5.0,2.0,2.0,5.0,3.0,0.3997628602699744,2741.0,True,500K-1.5M,big_up,0,0.0,0.33841512,0.0,0.0,0.0,0.35282552,0.392219,0.3793408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33126846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
firm_05006,2017-06-06,2017,train,0,3270,0,3270,0,3270,3270,2,974950.0,824958.0,361,1,2,1,361.0,1,0,0,0,0,0,UT,2.0,3.5,2.1213203435596424,5.0,2.0,2.0,5.0,3.0,3.035318559556787,361.0,True,500K-1.5M,big_up,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3571097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3182552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
firm_05007,2017-06-15,2017,train,0,3261,0,3261,0,3261,3261,2,1001434.0,776434.0,0,2,1,1,0.0,0,1,0,0,0,0,NC,2.0,4.0,2.82842712474619,6.0,2.0,2.0,6.0,4.0,,0.0,True,500K-1.5M,big_up,0,0.0,0.0,0.0,0.0,0.39569166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41473162,0.0,0.0,0.0,0.0,0.0
firm_05029,2017-07-12,2017,train,0,3234,0,3234,0,3234,3234,3,1199926.0,1000000.0,443,1,2,2,443.0,1,0,0,0,0,0,AL,3.0,2.333333333333333,0.5773502691896257,3.0,2.0,2.0,3.0,1.0,0.824492099322799,443.0,True,500K-1.5M,small_up,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.335533,0.0,0.0,0.3440631,0.34047714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35549787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
firm_05030,2017-03-08,2017,train,0,3360,0,3360,0,3360,3360,4,4782298.0,1845740.0,0,2,1,0,,0,1,0,0,0,0,CA,4.0,5.0,0.816496580927726,6.0,4.0,5.0,4.0,-1.0,,0.0,True,3M-6M,negative,0,0.0,0.0,0.0,0.0,0.4736093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37270746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
firm_05038,2017-09-15,2017,train,0,3169,0,3169,0,3169,3169,2,1030960.0,881004.0,0,2,1,1,0.0,0,1,0,0,0,0,MT,2.0,3.5,2.1213203435596424,5.0,2.0,2.0,5.0,3.0,,0.0,True,500K-1.5M,big_up,0,0.0,0.0,0.0,0.0,0.48781905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3709943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
firm_05046,2017-08-15,2017,train,0,3200,0,3200,0,3200,3200,2,1433719.0,885868.0,0,2,1,1,0.0,0,1,0,0,0,0,MA,2.0,3.5,2.1213203435596424,5.0,2.0,2.0,5.0,3.0,,0.0,True,500K-1.5M,big_up,0,0.0,0.354428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35097134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36307496,0.0,0.0,0.39330053,0.3581078,0.0,0.0,0.0,0.0
firm_05061,2017-03-28,2017,train,0,3340,0,3340,0,3340,3340,2,1099855.0,999958.0,589,1,2,1,589.0,1,0,0,0,0,0,MO,2.0,3.5,2.1213203435596424,5.0,2.0,2.0,5.0,3.0,1.8603565365025467,589.0,True,500K-1.5M,big_up,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33749732,0.0,0.0,0.0,0.0,0.0,0.35056278,0.0,0.0,0.0,0.0,0.3223471,0.0,0.0,0.0,0.3252395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
firm_05078,2017-09-14,2017,train,0,3170,0,3170,0,3170,3170,4,977401.0,321321.0,75,3,1,2,75.0,0,1,1,0,0,0,IL,4.0,3.75,2.0615528128088303,6.0,2.0,2.0,5.0,3.0,14.61,75.0,True,500K-1.5M,big_up,0,0.0,0.0,0.0,0.0,0.48070633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
firm_05079,2017-09-15,2017,train,0,3169,0,3169,0,3169,3169,2,975000.0,750000.0,441,1,2,1,441.0,0,0,1,0,0,0,WA,2.0,4.0,2.82842712474619,6.0,2.0,2.0,6.0,4.0,3.312925170068027,441.0,True,500K-1.5M,big_up,0,0.0,0.0,0.0,0.0,0.0,0.39215863,0.0,0.0,0.0,0.0,0.41069007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35523397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3509753,0.0,0.0
firm_05080,2017-07-31,2017,train,0,3215,0,3215,0,3215,3215,2,1133485.0,986802.0,413,1,2,1,413.0,0,0,0,1,0,0,ME,2.0,4.0,2.82842712474619,6.0,2.0,2.0,6.0,4.0,3.5375302663438255,413.0,True,500K-1.5M,big_up,0,0.0,0.0,0.37083977,0.0,0.0,0.0,0.58366555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3806507,0.0,0.0
firm_05084,2017-04-01,2017,train,0,3336,0,3336,0,3336,3336,2,937837.0,732724.0,0,2,1,1,0.0,0,1,0,0,0,0,MA,2.0,3.5,2.1213203435596424,5.0,2.0,2.0,5.0,3.0,,0.0,True,500K-1.5M,big_up,0,0.0,0.0,0.0,0.0,0.33302906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36385915,0.0,0.0,0.0,0.0,0.0,0.0,0.3426485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
firm_05100,2017-06-07,2017,train,0,3269,0,3269,0,3269,3269,2,874257.0,749649.0,362,1,2,1,362.0,0,0,0,0,1,0,WA,2.0,4.0,2.82842712474619,6.0,2.0,2.0,6.0,4.0,4.035911602209945,362.0,True,500K-1.5M,big_up,0,0.0,0.3157192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33850977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46739146,0.0
firm_05107,2017-05-01,2017,train,0,3306,0,3306,0,3306,3306,4,2225287.0,1287181.0,594,2,3,2,594.0,0,1,0,0,0,0,OR,4.0,4.5,1.914854215512676,6.0,2.0,2.0,6.0,4.0,2.45959595959596,594.0,True,1.5M-3M,big_up,0,0.36736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43007693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40036333,0.0,0.0,0.0,0.0,0.0
firm_05117,2017-09-30,2017,train,1,1535,1,1535,1,1535,3154,2,563476.0,435997.0,0,2,1,1,0.0,0,1,0,0,0,0,FL,2.0,3.5,2.1213203435596424,5.0,2.0,2.0,5.0,3.0,,0.0,True,500K-1.5M,big_up,0,0.0,0.0,0.0,0.0,0.3478508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41721684,0.0,0.0,0.0,0.0,0.0,0.0,0.33737746,0.0,0.0,0.0,0.0,0.34895998,0.0,0.0,0.35122123,0.0,0.0,0.0,0.0,0.0
firm_05123,2016-11-14,2017,train,0,3474,0,3474,0,3474,3474,2,1003428.0,905232.0,2344,1,2,1,2344.0,1,0,0,0,0,0,MI,2.0,4.0,2.82842712474619,6.0,2.0,2.0,6.0,4.0,0.6232935153583617,2344.0,True,500K-1.5M,big_up,0,0.0,0.0,0.0,0.0,0.0,0.34806612,0.0,0.0,0.0,0.0,0.0,0.3647647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38876307,0.0,0.0,0.0,0.32956186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
firm_05141,2017-07-31,2017,train,0,3215,0,3215,0,3215,3215,2,1149919.0,999969.0,413,1,2,1,413.0,0,0,0,1,0,0,MD,2.0,4.0,2.82842712474619,6.0,2.0,2.0,6.0,4.0,3.5375302663438255,413.0,True,500K-1.5M,big_up,0,0.0,0.0,0.36219272,0.0,0.0,0.0,0.6235691,0.0,0.0,0.0,0.0,0.35939342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37481743,0.0,0.0
firm_05155,2017-09-20,2017,train,0,3164,0,3164,0,3164,3164,2,1256999.0,1033077.0,5,2,1,1,5.0,0,1,0,0,0,0,CA,2.0,3.5,2.1213203435596424,5.0,2.0,2.0,5.0,3.0,219.15,5.0,True,500K-1.5M,big_up,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36213422,0.0,0.0,0.0,0.44395787,0.0,0.0,0.46870258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3476778
firm_05163,2017-04-01,2017,train,0,3336,0,3336,0,3336,3336,2,899496.0,750000.0,456,1,2,1,456.0,0,0,1,0,0,0,FL,2.0,3.5,2.1213203435596424,5.0,2.0,2.0,5.0,3.0,2.4029605263157894,456.0,True,500K-1.5M,big_up,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36028156,0.0,0.0,0.0,0.31083903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30069527,0.3049505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
firm_05179,2017-03-23,2017,train,0,3345,0,3345,0,3345,3345,4,1004970.0,604970.0,1025,2,4,3,1025.0,1,0,0,0,0,0,MI,4.0,2.75,1.5,5.0,2.0,2.0,5.0,3.0,1.0690243902439025,1025.0,True,500K-1.5M,big_up,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4309064,0.0,0.0,0.0,0.0,0.33617428,0.0,0.0,0.0,0.0,0.0,0.3143635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32432017,0.0
firm_05201,2017-06-05,2017,train,0,3271,0,3271,0,3271,3271,4,1037455.0,513676.0,252,3,2,3,252.0,0,1,0,0,0,0,VA,4.0,3.25,1.8929694486000912,6.0,2.0,2.0,6.0,4.0,5.797619047619048,252.0,True,500K-1.5M,big_up,0,0.0,0.0,0.0,0.0,0.40638396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38522184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44249836,0.0,0.0,0.0,0.0,0.0
firm_05204,2017-02-15,2017,train,0,3381,0,3381,0,3381,3381,2,1061888.0,764501.0,0,2,1,1,0.0,0,1,0,0,0,0,CO,2.0,3.0,1.414213562373095,4.0,2.0,2.0,4.0,2.0,,0.0,True,500K-1.5M,big_up,0,0.0,0.0,0.0,0.0,0.40216854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36108547,0.0,0.0,0.0,0.0,0.0,0.0,0.35444367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.348976,0.0,0.0,0.0,0.0,0.0
firm_05225,2017-07-01,2017,train,1,195,1,195,1,195,3245,2,514336.0,334283.0,0,2,1,1,0.0,0,1,0,0,0,0,MA,2.0,3.0,1.414213562373095,4.0,2.0,2.0,4.0,2.0,,0.0,True,500K-1.5M,big_up,0,0.0,0.0,0.0,0.0,0.3423343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45066592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4218268,0.0,0.0,0.0,0.0,0.0
firm_05253,2017-04-10,2017,train,0,3327,0,3327,0,3327,3327,2,1150000.0,1000000.0,413,1,2,1,413.0,0,0,0,1,0,0,CA,2.0,4.0,2.82842712474619,6.0,2.0,2.0,6.0,4.0,3.5375302663438255,413.0,True,500K-1.5M,big_up,0,0.0,0.0,0.0,0.0,0.32836884,0.0,0.0,0.3005464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31347153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
firm_05255,2017-09-01,2017,train,0,3183,0,3183,0,3183,3183,2,1065604.0,821437.0,212,2,1,1,212.0,0,1,0,0,0,0,IN,2.0,4.0,2.82842712474619,6.0,2.0,2.0,6.0,4.0,6.891509433962264,212.0,True,500K-1.5M,big_up,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3804938,0.0,0.0,0.0,0.0,0.40898925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
firm_05266,2017-06-20,2017,train,1,449,1,2276,1,2276,3256,1,578570.0,578570.0,0,1,1,0,,0,1,0,0,0,0,VA,1.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,,0.0,True,500K-1.5M,flat,0,0.0,0.0,0.0,0.0,0.34847626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34022868,0.0,0.0,0.0,0.0,0.0
firm_05272,2017-08-18,2017,train,0,3197,0,3197,0,3197,3197,3,4974001.0,2983803.0,0,2,1,0,,0,1,0,0,0,0,CA,3.0,5.0,0.0,5.0,5.0,5.0,5.0,0.0,,0.0,True,3M-6M,flat,0,0.0,0.0,0.0,0.0,0.41381583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
firm_05278,2017-09-30,2017,train,0,3154,0,3154,0,3154,3154,3,868633.0,493633.0,272,3,1,2,272.0,0,1,1,0,0,0,CA,3.0,3.333333333333333,2.3094010767585034,6.0,2.0,2.0,6.0,4.0,5.3713235294117645,272.0,True,500K-1.5M,big_up,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49225664,0.0,0.0,0.0,0.0,0.0,0.0,0.49287692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41779044,0.0,0.0
firm_05280,2017-08-03,2017,train,0,3212,0,3212,0,3212,3212,2,969456.0,747591.0,0,2,1,1,0.0,0,1,0,0,0,0,CA,2.0,3.0,1.414213562373095,4.0,2.0,2.0,4.0,2.0,,0.0,True,500K-1.5M,big_up,0,0.0,0.0,0.0,0.0,0.41288516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33495554,0.0
firm_05306,2017-02-01,2017,train,0,3395,0,3395,0,3395,3395,4,1582288.0,738401.0,0,2,1,1,0.0,0,1,0,0,0,0,CA,4.0,3.5,1.0,4.0,2.0,2.0,4.0,2.0,,0.0,True,1.5M-3M,big_up,0,0.0,0.0,0.0,0.0,0.4279771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34849995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
