firm_id,index_date,index_year,split,event_1m,days_to_event_1m,event_5m,days_to_event_5m,event_10m,days_to_event_10m,censoring_horizon_days,n_pre_grants,total_pre_amount,max_single_award,years_first_to_index_days,n_grantors_pre,n_active_years_pre,n_phase1_pre,phase1_to_phase2_days,has_dod,has_nih,has_nsf,has_doe,has_nasa,has_usda,state_at_index,n_trl_observations,trl_mean_pre,trl_volatility,trl_max_pre,trl_min_pre,trl_first_grant,trl_at_index,trl_delta,trl_velocity_per_year,trl_span_days,has_embedding,amt_bucket,trl_delta_bin,is_troll,vc_AdTech,vc_AgriTech,vc_Artificial_Intelligence,vc_B2B_SaaS,vc_BioTech,vc_Blue_Economy_and_OceanTech,vc_CleanTech,vc_ClimateTech,vc_Cloud_Infrastructure,vc_Creator_Economy,vc_Cybersecurity,vc_DeepTech,vc_ESG_Technology,vc_EdTech,vc_ElderTech,vc_FinTech,vc_FoodTech,vc_Frontier_and_Dual_Use_Tech,vc_Gaming_and_eSports,vc_GovTech,vc_HRTech,vc_HealthTech,vc_IndustrialTech,vc_InsurTech,vc_LegalTech,vc_MarTech,vc_MedTech,vc_Media_and_Entertainment_Tech,vc_Mobility_and_Transportation_Tech,vc_NeuroTech,vc_PetTech,vc_PropTech,vc_Smart_Cities_and_Urban_Innovation,vc_SpaceTech,vc_SportsTech
firm_03938,2015-09-01,2011,train,0,3914,0,3914,0,3914,3914,3,2305570.0,1480173.0,0,1,1,0,,0,1,0,0,0,0,PA,3.0,5.0,0.0,5.0,5.0,5.0,5.0,0.0,,0.0,True,1.5M-3M,flat,0,0.0,0.0,0.0,0.0,0.3395037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.327348,0.0,0.0,0.0,0.0,0.0
firm_03958,2011-06-01,2011,train,0,5467,0,5467,0,5467,5467,2,699633.0,599794.0,488,1,2,1,488.0,0,0,0,0,1,0,CO,2.0,4.0,2.82842712474619,6.0,2.0,2.0,6.0,4.0,2.9938524590163937,488.0,True,500K-1.5M,big_up,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41822508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4085809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43461102,0.0
firm_03974,2016-02-01,2011,train,0,3761,0,3761,0,3761,3761,4,1659167.0,1419207.0,4233,4,4,3,4233.0,1,1,0,0,1,0,TX,4.0,3.5,1.2909944487358056,5.0,2.0,3.0,5.0,2.0,0.1725726435152374,4233.0,True,1.5M-3M,big_up,0,0.0,0.0,0.0,0.0,0.4405438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.435292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38133866,0.0,0.0,0.0,0.0,0.0
firm_03979,2011-06-01,2011,train,0,5467,0,5467,0,5467,5467,12,5097578.0,749871.0,2659,4,5,5,1954.0,1,0,0,0,1,0,MA,12.0,3.9166666666666665,1.311372170551507,6.0,2.0,4.0,6.0,2.0,0.2747273411056788,2659.0,True,3M-6M,big_up,0,0.0,0.0,0.32892329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34802356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30563313,0.0,0.0,0.0,0.0,0.0
firm_03984,2013-09-18,2011,train,0,4627,0,4627,0,4627,4627,2,793453.0,547981.0,3352,2,2,0,,0,1,0,0,0,0,NC,2.0,5.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,3352.0,True,500K-1.5M,flat,0,0.0,0.0,0.0,0.0,0.0,0.3112473,0.0,0.0,0.0,0.0,0.0,0.33445835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31272253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
firm_04005,2011-02-24,2011,train,0,5564,0,5564,0,5564,5564,2,898896.0,749110.0,675,1,2,1,675.0,1,0,0,0,0,0,ID,2.0,3.0,1.414213562373095,4.0,2.0,2.0,4.0,2.0,1.0822222222222222,675.0,True,500K-1.5M,big_up,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39183635,0.0,0.0,0.0,0.0,0.0,0.39474237,0.0,0.0,0.0,0.0,0.42435047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42590252,0.0,0.0
firm_04036,2011-09-15,2011,train,0,5361,0,5361,0,5361,5361,3,645435.0,475435.0,2799,3,2,2,2799.0,1,1,0,0,1,0,NC,3.0,4.333333333333334,0.5773502691896257,5.0,4.0,4.0,5.0,1.0,0.1304930332261521,2799.0,True,500K-1.5M,small_up,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3116182,0.36683527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36075243,0.0,0.0,0.0,0.0,0.0
firm_04049,2010-10-20,2011,train,0,5691,0,5691,0,5691,5691,6,2143701.0,997801.0,1587,3,4,4,1587.0,1,0,0,0,0,0,CA,6.0,3.6666666666666665,1.3662601021279464,5.0,2.0,4.0,5.0,1.0,0.2301512287334593,1587.0,True,1.5M-3M,small_up,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
firm_04061,2013-09-15,2011,train,0,4630,0,4630,0,4630,4630,2,801290.0,799290.0,0,1,1,0,,0,1,0,0,0,0,AL,2.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,,0.0,True,500K-1.5M,flat,0,0.0,0.0,0.0,0.0,0.48050344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3681209,0.0,0.0,0.0,0.0,0.0,0.0,0.36803353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
firm_04126,2011-05-31,2011,train,0,5468,0,5468,0,5468,5468,8,3423227.0,992208.0,2636,2,7,4,2594.0,1,0,0,0,0,0,MD,8.0,4.125,1.8077215335491092,7.0,2.0,4.0,7.0,3.0,0.4156866464339908,2636.0,True,3M-6M,big_up,0,0.0,0.0,0.36848983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41325113,0.0,0.0,0.0,0.0,0.36929247,0.0,0.0,0.0,0.0,0.0,0.40025803,0.0,0.0,0.0,0.0,0.0,0.0
firm_04146,2011-08-15,2011,train,0,5392,0,5392,0,5392,5392,8,2629743.0,1000000.0,2768,5,5,6,2768.0,1,0,0,1,1,0,CT,8.0,3.5,1.3093073414159544,5.0,2.0,4.0,5.0,1.0,0.1319544797687861,2768.0,True,1.5M-3M,small_up,0,0.0,0.0,0.0,0.0,0.0,0.0,0.39985016,0.38151547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39555022,0.0,0.0,0.0,0.0,0.0,0.0
firm_04147,2011-04-19,2011,train,0,5510,0,5510,0,5510,5510,16,5849267.0,1249940.0,2195,1,7,11,2195.0,1,0,0,0,0,0,CA,16.0,3.375,1.2041594578792296,5.0,2.0,4.0,5.0,1.0,0.1664009111617312,2195.0,True,3M-6M,small_up,0,0.0,0.35946205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38076398,0.0,0.0,0.0,0.0,0.0,0.4018903,0.0,0.0,0.0,0.0,0.37207508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
firm_04175,2011-06-01,2011,train,0,5467,0,5467,0,5467,5467,3,797218.0,599577.0,860,1,3,2,860.0,0,0,0,0,1,0,MD,3.0,3.333333333333333,2.3094010767585034,6.0,2.0,2.0,6.0,4.0,1.6988372093023256,860.0,True,500K-1.5M,big_up,0,0.0,0.44115663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46977988,0.3979131,0.0,0.0,0.0,0.0,0.0,0.0,0.40936697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54547006,0.0
firm_04181,2012-09-28,2011,train,0,4982,0,4982,0,4982,4982,1,689038.0,689038.0,0,1,1,0,,0,1,0,0,0,0,OH,1.0,5.0,0.0,5.0,5.0,5.0,5.0,0.0,,0.0,True,500K-1.5M,flat,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3992506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44076872,0.0,0.0,0.0,0.0,0.0
firm_04186,2011-06-01,2011,train,0,5467,0,5467,0,5467,5467,3,624000.0,375000.0,491,2,2,2,491.0,1,0,0,0,0,0,AZ,3.0,2.666666666666667,1.1547005383792517,4.0,2.0,2.0,4.0,2.0,1.4877800407331976,491.0,True,500K-1.5M,big_up,0,0.0,0.0,0.0,0.0,0.0,0.38926798,0.0,0.0,0.0,0.0,0.0,0.43980038,0.0,0.0,0.0,0.0,0.0,0.3154783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
firm_04218,2011-09-28,2011,train,0,5348,0,5348,0,5348,5348,4,1044121.0,779956.0,433,2,2,3,433.0,1,0,0,0,0,0,AZ,4.0,3.0,2.0,6.0,2.0,2.0,6.0,4.0,3.3741339491916857,433.0,True,500K-1.5M,big_up,0,0.0,0.0,0.334159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3575193,0.0,0.0,0.0,0.0,0.0,0.3019071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
firm_04223,2011-02-14,2011,train,0,5574,0,5574,0,5574,5574,10,2877143.0,1079720.0,2506,3,7,8,2506.0,1,0,0,0,0,0,CA,10.0,3.4,1.4298407059684812,6.0,2.0,4.0,5.0,1.0,0.1457501995211492,2506.0,True,1.5M-3M,small_up,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31497943,0.0,0.0,0.0,0.0,0.0,0.379322,0.0,0.0,0.0,0.0,0.3175605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
firm_04227,2011-05-02,2011,train,0,5497,0,5497,0,5497,5497,3,445000.0,225000.0,427,2,2,2,427.0,0,0,1,0,0,0,CA,3.0,3.333333333333333,2.3094010767585034,6.0,2.0,2.0,6.0,4.0,3.421545667447307,427.0,True,<500K,big_up,0,0.0,0.0,0.0,0.0,0.0,0.0,0.32970965,0.0,0.0,0.0,0.0,0.35309502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3675671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33491364,0.37128773,0.0,0.0,0.0
firm_04232,2011-09-09,2011,train,1,3853,0,5367,0,5367,5367,7,2451643.0,1624900.0,1982,3,4,5,1982.0,1,0,0,0,0,0,CA,7.0,3.0,1.5275252316519468,6.0,2.0,3.0,6.0,3.0,0.5528506559031281,1982.0,True,1.5M-3M,big_up,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33111334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
firm_04235,2011-07-25,2011,train,0,5413,0,5413,0,5413,5413,1,846913.0,846913.0,0,1,1,0,,0,1,0,0,0,0,OK,1.0,5.0,0.0,5.0,5.0,5.0,5.0,0.0,,0.0,True,500K-1.5M,flat,0,0.0,0.0,0.0,0.0,0.32756197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3464562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
firm_04253,2011-09-23,2011,train,0,5353,0,5353,0,5353,5353,2,839893.0,740005.0,375,1,2,1,375.0,1,0,0,0,0,0,CA,2.0,4.5,3.5355339059327378,7.0,2.0,2.0,7.0,5.0,4.87,375.0,True,500K-1.5M,big_up,0,0.0,0.3565675,0.0,0.0,0.0,0.3750759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4063124,0.0,0.0,0.0,0.0,0.37861085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
firm_04262,2012-07-05,2011,train,0,5067,0,5067,0,5067,5067,2,1788668.0,937136.0,0,1,1,0,,0,1,0,0,0,0,MD,2.0,6.0,0.0,6.0,6.0,6.0,6.0,0.0,,0.0,True,1.5M-3M,flat,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33118367,0.0,0.0,0.0,0.0,0.0
firm_04264,2011-06-16,2011,train,1,1379,0,5452,0,5452,5452,3,999099.0,749994.0,448,2,2,2,448.0,1,0,0,0,0,0,NC,3.0,3.0,1.7320508075688772,5.0,2.0,2.0,5.0,3.0,2.4458705357142856,448.0,True,500K-1.5M,big_up,0,0.0,0.0,0.0,0.0,0.36922053,0.3462827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34518215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44793296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
firm_04303,2011-06-29,2011,train,0,5439,0,5439,0,5439,5439,2,849589.0,729796.0,586,1,2,1,586.0,1,0,0,0,0,0,PA,2.0,3.5,2.1213203435596424,5.0,2.0,2.0,5.0,3.0,1.8698805460750851,586.0,True,500K-1.5M,big_up,0,0.0,0.30671698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31602463,0.0,0.0,0.0,0.0,0.0,0.3352178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30149665,0.0,0.0,0.0,0.0
firm_04309,2014-07-01,2011,train,0,4341,0,4341,0,4341,4341,7,7906786.0,2999994.0,2151,2,3,3,1917.0,0,1,0,0,0,0,CA,7.0,4.428571428571429,1.2724180205607036,6.0,2.0,5.0,6.0,1.0,0.1698047419804741,2151.0,True,>6M,small_up,0,0.0,0.0,0.0,0.0,0.33531746,0.32905695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
firm_04317,2011-06-01,2011,train,0,5467,0,5467,0,5467,5467,1,812615.0,812615.0,0,1,1,0,,0,1,0,0,0,0,MD,1.0,5.0,0.0,5.0,5.0,5.0,5.0,0.0,,0.0,True,500K-1.5M,flat,0,0.0,0.0,0.0,0.0,0.35935527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.321052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
firm_04322,2011-08-17,2011,train,0,5390,0,5390,0,5390,5390,5,993106.0,698421.0,1014,3,3,4,1014.0,1,0,0,0,0,0,CA,5.0,3.0,2.23606797749979,7.0,2.0,2.0,7.0,5.0,1.80103550295858,1014.0,True,500K-1.5M,big_up,0,0.0,0.0,0.37485266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39082968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3554188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
firm_04351,2011-06-28,2011,train,0,5440,0,5440,0,5440,5440,14,6893167.0,999927.0,2605,2,8,6,1979.0,1,0,0,0,0,0,MA,14.0,4.214285714285714,1.42389343964797,6.0,2.0,4.0,6.0,2.0,0.2804222648752399,2605.0,True,>6M,big_up,0,0.0,0.0,0.0,0.0,0.0,0.34337428,0.0,0.0,0.0,0.0,0.0,0.39530364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
firm_04353,2014-07-01,2011,train,0,4341,0,4341,0,4341,4341,3,1280313.0,530965.0,3287,2,2,0,,0,1,0,0,0,0,MA,3.0,5.666666666666666,0.5773502691896257,6.0,5.0,6.0,5.0,-1.0,-0.1111195619105567,3287.0,True,500K-1.5M,negative,0,0.0,0.0,0.0,0.0,0.38046476,0.3188497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3215762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
firm_04362,2011-09-09,2011,train,0,5367,0,5367,0,5367,5367,3,668992.0,499894.0,492,2,2,2,492.0,1,0,0,0,0,0,IL,3.0,3.6666666666666665,2.8867513459481287,7.0,2.0,2.0,7.0,5.0,3.711890243902439,492.0,True,500K-1.5M,big_up,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3826275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40240133,0.0,0.0,0.0,0.0,0.0
firm_04369,2011-06-01,2011,train,0,5467,0,5467,0,5467,5467,8,1678224.0,599694.0,2693,3,5,6,2693.0,1,0,0,0,1,0,OH,8.0,3.125,1.1259916264596033,5.0,2.0,3.0,5.0,2.0,0.2712588191607872,2693.0,True,1.5M-3M,big_up,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31653222,0.0,0.0,0.0,0.39086133,0.0,0.0,0.0,0.0,0.0,0.3902619,0.0,0.0,0.0,0.0,0.30685958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
firm_04372,2010-11-17,2011,train,0,5663,0,5663,0,5663,5663,12,3769999.0,750000.0,2129,4,6,7,2129.0,1,0,0,0,1,0,CA,12.0,3.333333333333333,1.0730867399773196,5.0,2.0,4.0,5.0,1.0,0.1715594175669328,2129.0,True,3M-6M,small_up,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42974487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35768637,0.0,0.0,0.0,0.0,0.0,0.0,0.34169146,0.0,0.0,0.0,0.0,0.0
firm_04431,2011-04-01,2011,train,0,5528,0,5528,0,5528,5528,2,661020.0,461020.0,137,1,2,1,137.0,0,0,1,0,0,0,CA,2.0,4.0,2.82842712474619,6.0,2.0,2.0,6.0,4.0,10.664233576642337,137.0,True,500K-1.5M,big_up,0,0.0,0.0,0.0,0.0,0.38740432,0.38202435,0.44959205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
firm_04467,2011-03-21,2011,train,0,5539,0,5539,0,5539,5539,3,1007377.0,749851.0,2742,2,3,2,2742.0,1,0,0,0,0,0,TX,3.0,3.6666666666666665,1.5275252316519468,5.0,2.0,4.0,5.0,1.0,0.1332056892778993,2742.0,True,500K-1.5M,small_up,0,0.0,0.0,0.3494638,0.0,0.0,0.37667233,0.36363885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36637256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
firm_04480,2011-03-19,2011,train,0,5541,0,5541,0,5541,5541,2,1403803.0,1324202.0,568,1,2,1,568.0,1,0,0,0,0,0,MN,2.0,3.5,2.1213203435596424,5.0,2.0,2.0,5.0,3.0,1.929137323943662,568.0,True,500K-1.5M,big_up,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40647835,0.0,0.0,0.0,0.0,0.0,0.3602389,0.0,0.0,0.0,0.31668442,0.33253315,0.0,0.0,0.0,0.0,0.0,0.0,0.31107175,0.0,0.0,0.0,0.0,0.0
firm_04492,2011-02-03,2011,train,0,5585,0,5585,0,5585,5585,8,2874181.0,1980000.0,1690,3,5,6,1690.0,1,0,0,0,0,0,CA,8.0,3.125,1.6420805617960927,6.0,2.0,4.0,6.0,2.0,0.4322485207100591,1690.0,True,1.5M-3M,big_up,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3697669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36493188,0.0
firm_04493,2011-12-15,2011,train,0,5270,0,5270,0,5270,5270,10,4245210.0,2059469.0,2520,3,6,6,2520.0,1,0,0,0,1,0,VA,10.0,3.8,1.3165611772087666,5.0,2.0,4.0,5.0,1.0,0.1449404761904761,2520.0,True,3M-6M,small_up,0,0.0,0.0,0.4142344,0.3874604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38674322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
firm_04550,2011-09-14,2011,train,0,5362,0,5362,0,5362,5362,8,6305545.0,3568940.0,2045,1,5,5,2045.0,1,0,0,0,0,0,CT,8.0,3.625,1.5059406173077154,6.0,2.0,4.0,6.0,2.0,0.3572127139364303,2045.0,True,>6M,big_up,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37954438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.406228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3773973,0.0,0.0
firm_04562,2012-09-05,2011,train,0,5005,0,5005,0,5005,5005,2,2000000.0,1000000.0,0,1,1,0,,0,1,0,0,0,0,WI,2.0,6.5,0.7071067811865475,7.0,6.0,7.0,6.0,-1.0,,0.0,True,1.5M-3M,negative,0,0.0,0.0,0.0,0.0,0.4235522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
firm_04607,2014-09-26,2011,train,1,158,1,579,0,4254,4254,2,1020434.0,870530.0,484,1,2,1,484.0,1,0,0,0,0,0,CA,2.0,3.5,2.1213203435596424,5.0,2.0,2.0,5.0,3.0,2.263946280991735,484.0,True,500K-1.5M,big_up,0,0.0,0.0,0.0,0.0,0.3162821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32265127,0.0,0.0,0.32277745,0.0,0.0,0.0,0.0,0.0
firm_04615,2011-05-11,2011,train,0,5488,0,5488,0,5488,5488,15,11519676.0,3589790.0,2564,2,7,9,2564.0,1,0,0,0,0,0,CA,15.0,3.466666666666667,1.1254628677422756,5.0,2.0,4.0,5.0,1.0,0.1424531981279251,2564.0,True,>6M,small_up,0,0.0,0.0,0.35402504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32739192,0.33079785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35728532,0.0,0.0,0.0,0.0,0.0,0.0,0.32994944,0.0,0.0,0.0,0.0,0.0
firm_04630,2011-07-13,2011,train,0,5425,0,5425,0,5425,5425,7,1429329.0,749937.0,530,4,2,6,530.0,0,0,1,1,1,0,CT,7.0,2.571428571428571,1.5118578920369088,6.0,2.0,2.0,6.0,4.0,2.7566037735849056,530.0,True,500K-1.5M,big_up,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40220472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38619545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3593683,0.0
firm_04633,2012-09-24,2011,train,0,4986,0,4986,0,4986,4986,1,683474.0,683474.0,0,1,1,0,,0,1,0,0,0,0,CA,1.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,,0.0,True,500K-1.5M,flat,0,0.0,0.0,0.0,0.0,0.35000616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35758036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35338226,0.0,0.0,0.0,0.0,0.0
firm_04652,2011-06-01,2011,train,0,5467,0,5467,0,5467,5467,4,1369356.0,599828.0,1954,1,4,2,1954.0,0,0,0,0,1,0,MA,4.0,3.75,1.2583057392117916,5.0,2.0,4.0,5.0,1.0,0.1869242579324462,1954.0,True,500K-1.5M,small_up,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38197246,0.0,0.0,0.0,0.0,0.0,0.30717614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
firm_04658,2011-05-02,2011,train,0,5497,0,5497,0,5497,5497,1,552696.0,552696.0,0,1,1,0,,0,1,0,0,0,0,DC,1.0,6.0,0.0,6.0,6.0,6.0,6.0,0.0,,0.0,True,500K-1.5M,flat,0,0.0,0.0,0.0,0.0,0.42561316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40779287,0.0,0.0,0.0,0.0,0.0
firm_04669,2011-02-15,2011,train,0,5573,0,5573,0,5573,5573,5,1454732.0,749915.0,1659,1,5,3,1659.0,1,0,0,0,0,0,MI,5.0,4.4,1.6733200530681511,6.0,2.0,4.0,6.0,2.0,0.4403254972875225,1659.0,True,500K-1.5M,big_up,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3842778,0.0,0.0,0.0,0.34367126,0.3715228,0.0,0.0,0.0,0.35100442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
