firm_id,index_date,index_year,n_pre_grants,total_pre_amount,max_single_award,years_first_to_index_days,n_grantors_pre,n_active_years_pre,n_phase1_pre,n_phase2_pre,has_dod,has_nih,has_nsf,has_doe,has_nasa,has_usda,state_at_index,event_1m,days_to_event_1m
firm_00001,2021-12-01,2022,1,256000.0,256000.0,0,1,1,1,0,0,0,1,0,0,0,MA,1,891
firm_00002,2015-09-01,2015,1,100000.0,100000.0,0,1,1,1,0,0,0,0,0,0,0,CT,0,3914
firm_00003,2021-06-28,2021,1,249999.0,249999.0,0,1,1,1,0,0,0,0,1,0,0,MI,0,1787
firm_00004,2018-08-20,2013,2,1847954.0,1501871.0,1116,2,2,1,1,0,1,0,0,0,0,NC,0,2830
firm_00005,2020-11-20,2021,1,149999.0,149999.0,0,1,1,1,0,1,0,0,0,0,0,LA,0,2007
firm_00006,2012-02-20,2010,4,1049997.0,729998.0,2265,3,4,3,1,1,0,0,1,0,0,CA,1,5196
firm_00007,2012-11-06,2012,1,100000.0,100000.0,0,1,1,1,0,1,0,0,0,0,0,NC,0,4943
firm_00008,2010-04-15,2010,7,1319818.0,749995.0,2165,3,5,6,1,1,0,0,0,0,0,AZ,0,5879
firm_00009,2012-02-20,2012,1,149940.0,149940.0,0,1,1,1,0,0,0,0,1,0,0,CO,0,5203
firm_00010,2010-01-27,2010,34,10660471.0,1097700.0,2206,5,7,21,13,1,0,0,0,1,0,PA,0,5957
firm_00011,2020-06-30,2020,1,138369.0,138369.0,0,1,1,1,0,0,0,0,0,0,0,NC,0,2150
firm_00012,2018-01-01,2018,1,224996.0,224996.0,0,1,1,1,0,0,0,1,0,0,0,AZ,0,3061
firm_00013,2010-01-29,2010,38,10973956.0,755177.0,2160,7,7,24,14,1,0,0,0,1,0,MA,0,5955
firm_00014,2021-02-15,2021,1,256000.0,256000.0,0,1,1,1,0,0,0,1,0,0,0,MA,1,507
firm_00015,2011-06-17,2010,5,529135.0,219136.0,2709,3,3,4,1,0,0,0,1,1,0,CA,0,5451
firm_00016,2015-06-17,2015,1,149971.0,149971.0,0,1,1,1,0,1,0,0,0,0,0,CO,0,3990
firm_00017,2020-06-01,2020,1,256000.0,256000.0,0,1,1,1,0,0,0,1,0,0,0,MD,0,2179
firm_00018,2011-02-07,2011,1,100000.0,100000.0,0,1,1,1,0,1,0,0,0,0,0,MI,0,5581
firm_00019,2022-07-06,2022,1,143067.0,143067.0,0,1,1,1,0,0,0,0,0,0,0,WA,0,1414
firm_00020,2016-01-01,2016,1,149940.0,149940.0,0,1,1,1,0,0,0,1,0,0,0,MI,0,3792
firm_00021,2021-07-01,2021,1,255331.0,255331.0,0,1,1,1,0,0,0,1,0,0,0,MI,1,770
firm_00022,2019-11-26,2020,1,167438.0,167438.0,0,1,1,1,0,1,0,0,0,0,0,WA,1,41
firm_00023,2020-12-01,2021,1,255737.0,255737.0,0,1,1,1,0,0,0,1,0,0,0,NY,0,1996
firm_00024,2013-02-19,2013,1,149855.0,149855.0,0,1,1,1,0,0,0,0,1,0,0,AZ,0,4838
firm_00025,2018-04-09,2018,1,150000.0,150000.0,0,1,1,1,0,0,0,0,1,0,0,UT,0,2963
firm_00026,2016-06-13,2016,1,149958.0,149958.0,0,1,1,1,0,0,0,0,1,0,0,TX,0,3628
firm_00027,2019-07-01,2019,1,199435.0,199435.0,0,1,1,1,0,0,0,0,1,0,0,MD,0,2515
firm_00028,2020-12-01,2021,1,149923.0,149923.0,0,1,1,1,0,1,0,0,0,0,0,OH,0,1996
firm_00029,2012-02-20,2010,9,3365534.0,749954.0,2772,4,5,5,4,1,0,0,1,1,0,CA,0,5203
firm_00030,2019-05-31,2019,1,107700.0,107700.0,0,1,1,1,0,1,0,0,0,0,0,NM,0,2546
firm_00031,2018-07-27,2018,1,125000.0,125000.0,0,1,1,1,0,0,0,0,0,1,0,PA,1,1173
firm_00032,2020-09-01,2020,1,224582.0,224582.0,0,1,1,1,0,0,1,0,0,0,0,WY,0,2087
firm_00033,2021-12-15,2022,1,255975.0,255975.0,0,1,1,1,0,0,0,1,0,0,0,MD,1,476
firm_00034,2019-03-06,2019,1,50000.0,50000.0,0,1,1,1,0,1,0,0,0,0,0,WA,0,2632
firm_00035,2020-06-29,2020,1,198158.0,198158.0,0,1,1,1,0,0,0,0,1,0,0,CA,1,1103
firm_00036,2022-09-26,2022,1,249590.0,249590.0,0,1,1,1,0,1,0,0,0,0,0,WA,1,1199
firm_00037,2018-07-01,2018,1,225000.0,225000.0,0,1,1,1,0,0,0,1,0,0,0,KS,0,2880
firm_00038,2011-01-01,2011,1,150000.0,150000.0,0,1,1,1,0,0,0,1,0,0,0,KY,0,5618
firm_00039,2020-01-15,2020,1,225000.0,225000.0,0,1,1,1,0,0,0,1,0,0,0,IL,0,2317
firm_00040,2022-06-01,2022,1,299068.0,299068.0,0,1,1,1,0,0,1,0,0,0,0,CA,0,1449
firm_00041,2009-10-15,2010,21,5545943.0,1418000.0,2142,4,7,15,6,1,0,0,0,0,0,CA,0,6061
firm_00042,2022-05-19,2022,1,148372.0,148372.0,0,1,1,1,0,0,0,0,0,0,0,AL,1,203
firm_00043,2021-02-15,2021,1,256000.0,256000.0,0,1,1,1,0,0,0,1,0,0,0,AK,0,1920
firm_00044,2010-04-30,2010,6,2355259.0,1227510.0,842,3,3,4,2,1,0,0,0,0,0,CO,0,5864
firm_00045,2010-01-15,2010,76,32822307.0,4273910.0,2262,7,8,49,27,1,0,0,0,0,0,CA,0,5969
firm_00046,2010-11-29,2011,4,392276.0,99742.0,1693,1,4,4,0,1,0,0,0,0,0,NY,0,5651
firm_00047,2018-07-02,2018,1,149825.0,149825.0,0,1,1,1,0,0,0,0,1,0,0,OH,0,2879
firm_00048,2020-06-01,2020,1,224426.0,224426.0,0,1,1,1,0,0,0,1,0,0,0,VA,0,2179
firm_00049,2011-02-18,2011,3,1149067.0,949652.0,2740,3,3,2,1,1,0,0,0,1,0,FL,0,5570
firm_00050,2017-06-12,2017,1,147488.0,147488.0,0,1,1,1,0,0,0,0,1,0,0,OK,0,3264
firm_00051,2020-01-01,2020,1,224973.0,224973.0,0,1,1,1,0,0,0,1,0,0,0,NJ,0,2331
firm_00052,2020-05-01,2020,1,224996.0,224996.0,0,1,1,1,0,0,0,1,0,0,0,CA,0,2210
firm_00053,2013-06-14,2013,10,3699893.0,1349900.0,2328,2,5,7,3,1,0,0,0,0,0,MA,0,4723
firm_00054,2010-01-29,2010,18,5358457.0,999100.0,2317,5,8,13,5,1,0,0,0,1,0,CO,0,5955
firm_00055,2012-02-20,2012,2,785571.0,635571.0,2677,2,2,1,1,1,0,0,1,0,0,CA,0,5203
firm_00056,2012-02-20,2010,1,147229.0,147229.0,0,1,1,1,0,0,0,0,1,0,0,MA,0,5203
firm_00057,2022-02-14,2022,1,256492.0,256492.0,0,1,1,1,0,0,0,0,1,0,0,OR,0,1556
firm_00058,2019-07-01,2019,1,199706.0,199706.0,0,1,1,1,0,0,0,0,1,0,0,OR,0,2515
firm_00059,2014-01-01,2014,1,224995.0,224995.0,0,1,1,1,0,0,0,1,0,0,0,TX,0,4522
firm_00060,2018-07-27,2018,1,124934.0,124934.0,0,1,1,1,0,0,0,0,0,1,0,AZ,1,2076
firm_00061,2009-11-17,2010,3,1412844.0,1225340.0,2171,2,3,2,1,1,0,0,0,0,0,IN,0,6028
firm_00062,2021-05-01,2021,1,255147.0,255147.0,0,1,1,1,0,0,0,1,0,0,0,OR,0,1845
firm_00063,2010-02-01,2010,9,3952450.0,1704270.0,1431,3,5,6,3,1,0,0,0,0,0,MA,0,5952
firm_00064,2022-02-14,2022,1,199996.0,199996.0,0,1,1,1,0,0,0,0,1,0,0,IL,0,1556
firm_00065,2013-05-29,2013,6,1633730.0,750000.0,3375,4,5,4,2,1,0,0,0,0,0,CA,0,4739
firm_00066,2018-05-02,2018,1,149882.0,149882.0,0,1,1,1,0,0,0,0,0,0,0,VA,0,2940
firm_00067,2016-06-13,2016,1,150000.0,150000.0,0,1,1,1,0,0,0,0,1,0,0,MA,0,3628
firm_00068,2010-01-29,2010,188,59978869.0,1359930.0,2315,9,8,122,66,1,0,0,0,1,0,AL,0,5955
firm_00069,2009-12-22,2010,191,61461507.0,2338000.0,2220,8,7,132,59,1,0,0,0,1,0,MA,0,5993
firm_00070,2021-07-15,2021,1,255928.0,255928.0,0,1,1,1,0,0,0,1,0,0,0,FL,0,1770
firm_00071,2009-10-26,2010,6,3081743.0,1344640.0,741,3,3,4,2,1,0,0,0,0,0,CA,0,6050
firm_00072,2019-07-01,2019,1,225000.0,225000.0,0,1,1,1,0,0,0,1,0,0,0,FL,0,2515
firm_00073,2010-09-03,2010,1,99632.0,99632.0,0,1,1,1,0,0,0,0,0,0,0,CA,0,5738
firm_00074,2021-07-01,2021,1,256000.0,256000.0,0,1,1,1,0,0,0,1,0,0,0,CA,0,1784
firm_00075,2015-09-21,2015,1,96194.0,96194.0,0,1,1,1,0,1,0,0,0,0,0,OR,0,3894
firm_00076,2009-11-19,2010,52,15311839.0,949764.0,2172,6,7,33,19,1,0,0,0,1,0,NJ,0,6026
firm_00077,2009-08-05,2010,67,21910108.0,1514780.0,1976,6,6,45,22,1,0,0,0,1,0,OH,0,6132
firm_00078,2022-06-27,2022,1,200000.0,200000.0,0,1,1,1,0,0,0,0,1,0,0,IN,0,1423
firm_00079,2022-07-26,2022,1,139979.0,139979.0,0,1,1,1,0,1,0,0,0,0,0,MA,0,1394
firm_00080,2009-10-26,2010,200,73090887.0,4772060.0,2278,9,7,127,73,1,0,0,0,1,0,NH,0,6050
firm_00081,2015-07-31,2015,2,1649270.0,1499357.0,121,2,1,1,1,1,0,0,0,0,0,VT,0,3946
firm_00082,2018-07-02,2018,5,1836517.0,748711.0,4921,2,4,3,2,1,0,0,1,0,0,TN,0,2879
firm_00083,2021-03-15,2021,1,255986.0,255986.0,0,1,1,1,0,0,0,1,0,0,0,VA,1,46
firm_00084,2022-05-13,2022,2,249995.0,150000.0,5203,2,2,2,0,1,0,0,0,0,0,MD,0,1468
firm_00085,2016-12-15,2017,1,225000.0,225000.0,0,1,1,1,0,0,0,1,0,0,0,CA,0,3443
firm_00086,2011-06-17,2010,23,6604758.0,749999.0,2604,4,6,16,7,1,0,0,1,0,0,CA,0,5451
firm_00087,2022-05-13,2022,1,156459.0,156459.0,0,1,1,1,0,0,0,0,0,0,0,TX,1,1043
firm_00088,2019-08-02,2019,1,24971.0,24971.0,0,1,1,1,0,1,0,0,0,0,0,TX,0,2483
firm_00089,2021-05-01,2021,1,256000.0,256000.0,0,1,1,1,0,0,0,1,0,0,0,WY,0,1845
firm_00090,2021-05-01,2021,1,255913.0,255913.0,0,1,1,1,0,0,0,1,0,0,0,AR,0,1845
firm_00091,2020-09-10,2020,2,353148.0,301148.0,0,2,1,2,0,0,1,0,0,0,0,AL,0,2078
firm_00092,2015-05-28,2015,1,149999.0,149999.0,0,1,1,1,0,1,0,0,0,0,0,DE,0,4010
firm_00093,2018-09-10,2018,1,149969.0,149969.0,0,1,1,1,0,0,0,0,0,0,0,FL,0,2809
firm_00094,2015-06-09,2015,1,79947.0,79947.0,0,1,1,1,0,1,0,0,0,0,0,UT,0,3998
firm_00095,2022-02-14,2022,1,206468.0,206468.0,0,1,1,1,0,0,0,0,1,0,0,TX,0,1556
firm_00096,2018-09-24,2018,1,149784.0,149784.0,0,1,1,1,0,0,0,0,0,0,0,VT,0,2795
firm_00097,2020-09-01,2020,1,255984.0,255984.0,0,1,1,1,0,0,0,1,0,0,0,PA,0,2087
firm_00098,2021-07-01,2021,1,256000.0,256000.0,0,1,1,1,0,0,0,1,0,0,0,TN,0,1784
firm_00099,2021-04-15,2021,1,49818.0,49818.0,0,1,1,1,0,1,0,0,0,0,0,TX,0,1861
firm_00100,2016-05-02,2016,1,99513.0,99513.0,0,1,1,1,0,0,0,0,0,0,0,VA,0,3670
firm_00101,2011-01-01,2010,1,150000.0,150000.0,0,1,1,1,0,0,0,1,0,0,0,IL,0,5618
firm_00102,2017-09-19,2017,1,273784.0,273784.0,0,1,1,1,0,0,1,0,0,0,0,CA,0,3165
firm_00103,2009-10-26,2010,16,5306942.0,1498670.0,1781,3,5,11,5,1,0,0,0,0,0,MA,0,6050
firm_00104,2012-02-16,2012,1,149996.0,149996.0,0,1,1,1,0,1,0,0,0,0,0,CA,0,5207
firm_00105,2020-07-01,2020,1,216917.0,216917.0,0,1,1,1,0,0,0,1,0,0,0,WA,0,2149
firm_00106,2021-04-14,2021,1,49755.0,49755.0,0,1,1,1,0,1,0,0,0,0,0,MA,0,1862
firm_00107,2020-12-15,2021,1,256000.0,256000.0,0,1,1,1,0,0,0,1,0,0,0,CA,0,1982
firm_00108,2018-07-02,2018,1,149996.0,149996.0,0,1,1,1,0,0,0,0,1,0,0,NY,0,2879
firm_00109,2021-12-01,2022,1,100000.0,100000.0,0,1,1,1,0,0,0,0,0,0,0,CA,0,1631
firm_00110,2012-02-20,2012,4,1749094.0,749964.0,1298,2,3,2,2,1,0,0,1,0,0,IL,1,2096
firm_00111,2014-02-18,2011,1,144097.0,144097.0,0,1,1,1,0,0,0,0,1,0,0,CA,0,4474
firm_00112,2021-08-01,2021,1,255845.0,255845.0,0,1,1,1,0,0,0,1,0,0,0,AZ,0,1753
firm_00113,2020-04-01,2020,1,224000.0,224000.0,0,1,1,1,0,0,1,0,0,0,0,MA,0,2240
firm_00114,2019-06-17,2019,1,106500.0,106500.0,0,1,1,1,0,0,0,0,0,0,1,IA,0,2529
firm_00115,2015-09-28,2015,1,149769.0,149769.0,0,1,1,1,0,1,0,0,0,0,0,TX,1,1351
firm_00116,2022-02-14,2022,1,249461.0,249461.0,0,1,1,1,0,0,0,0,1,0,0,NM,0,1556
firm_00117,2016-12-01,2017,1,224900.0,224900.0,0,1,1,1,0,0,0,1,0,0,0,CA,0,3457
firm_00118,2014-06-20,2014,1,124996.0,124996.0,0,1,1,1,0,0,0,0,0,1,0,IL,0,4352
firm_00119,2022-02-14,2022,1,256412.0,256412.0,0,1,1,1,0,0,0,0,1,0,0,MD,0,1556
firm_00120,2011-02-01,2010,2,820000.0,750000.0,2443,2,2,1,1,1,0,0,0,0,0,TN,0,5587
firm_00121,2015-06-08,2015,2,299954.0,149987.0,0,1,1,2,0,0,0,0,1,0,0,OH,0,3999
firm_00122,2021-08-09,2021,1,255918.0,255918.0,0,1,1,1,0,0,0,0,1,0,0,CA,0,1745
firm_00123,2020-03-09,2020,1,50000.0,50000.0,0,1,1,1,0,1,0,0,0,0,0,CA,0,2263
firm_00124,2022-09-30,2022,1,306974.0,306974.0,0,1,1,1,0,0,1,0,0,0,0,NY,0,1328
firm_00125,2016-01-01,2016,1,149999.0,149999.0,0,1,1,1,0,0,0,1,0,0,0,NY,1,2224
firm_00126,2022-05-13,2022,1,125000.0,125000.0,0,1,1,1,0,0,0,0,0,0,1,IL,0,1468
firm_00127,2021-06-28,2021,1,199590.0,199590.0,0,1,1,1,0,0,0,0,1,0,0,PA,0,1787
firm_00128,2010-05-10,2010,25,6306923.0,750000.0,2348,4,8,18,7,1,0,0,0,0,0,GA,0,5854
firm_00129,2016-06-13,2016,1,150000.0,150000.0,0,1,1,1,0,0,0,0,1,0,0,CA,0,3628
firm_00130,2020-02-01,2020,1,225000.0,225000.0,0,1,1,1,0,0,0,1,0,0,0,MD,0,2300
firm_00131,2020-09-30,2020,3,1027031.0,838113.0,0,2,1,3,0,0,1,0,0,0,0,CA,0,2058
firm_00132,2021-02-05,2021,1,49400.0,49400.0,0,1,1,1,0,1,0,0,0,0,0,NY,0,1930
firm_00133,2019-02-01,2019,1,224968.0,224968.0,0,1,1,1,0,0,0,1,0,0,0,CA,1,2315
firm_00134,2021-05-15,2021,1,255221.0,255221.0,0,1,1,1,0,0,0,1,0,0,0,AZ,0,1831
firm_00135,2010-01-20,2010,56,21437390.0,2928410.0,2242,6,8,36,20,1,0,0,0,0,0,CO,0,5964
firm_00136,2016-06-13,2016,1,150000.0,150000.0,0,1,1,1,0,0,0,0,1,0,0,PA,0,3628
firm_00137,2021-04-01,2021,1,100000.0,100000.0,0,1,1,1,0,0,0,0,0,0,1,MN,0,1875
firm_00138,2014-07-17,2014,2,802209.0,652450.0,319,2,2,1,1,1,0,1,0,0,0,MA,0,4325
firm_00139,2010-05-10,2010,12,2359811.0,749995.0,2036,4,6,10,2,1,0,0,0,0,0,OH,1,2202
firm_00140,2018-07-02,2018,1,150000.0,150000.0,0,1,1,1,0,0,0,0,1,0,0,VA,1,1438
firm_00141,2011-01-01,2010,1,150000.0,150000.0,0,1,1,1,0,0,0,1,0,0,0,NY,0,5618
firm_00142,2019-02-01,2019,1,224667.0,224667.0,0,1,1,1,0,0,0,1,0,0,0,CA,0,2665
firm_00143,2022-02-14,2022,1,199610.0,199610.0,0,1,1,1,0,0,0,0,1,0,0,NM,0,1556
firm_00144,2016-08-02,2016,1,149822.0,149822.0,0,1,1,1,0,1,0,0,0,0,0,NC,0,3578
firm_00145,2010-01-29,2010,48,14164578.0,999958.0,2205,7,7,32,16,1,1,0,0,1,0,MA,0,5955
firm_00146,2018-04-01,2018,1,224883.0,224883.0,0,1,1,1,0,0,1,0,0,0,0,UT,0,2971
firm_00147,2022-03-01,2022,1,256000.0,256000.0,0,1,1,1,0,0,0,1,0,0,0,NE,1,850
firm_00148,2019-12-12,2020,1,24956.0,24956.0,0,1,1,1,0,1,0,0,0,0,0,MI,1,1309
firm_00149,2021-06-28,2021,1,199894.0,199894.0,0,1,1,1,0,0,0,0,1,0,0,OK,0,1787
firm_00150,2016-07-13,2016,1,79914.0,79914.0,0,1,1,1,0,1,0,0,0,0,0,MA,0,3598
firm_00151,2022-09-15,2022,1,248975.0,248975.0,0,1,1,1,0,0,0,1,0,0,0,UT,0,1343
firm_00152,2010-03-29,2010,4,1492340.0,1194430.0,816,3,3,3,1,1,0,0,0,0,0,MA,0,5896
firm_00153,2010-04-15,2010,8,2201437.0,829633.0,1431,2,5,6,2,1,0,0,0,0,0,CT,0,5879
firm_00154,2014-02-18,2014,1,149893.0,149893.0,0,1,1,1,0,0,0,0,1,0,0,CA,0,4474
firm_00155,2015-09-30,2015,1,149279.0,149279.0,0,1,1,1,0,1,0,0,0,0,0,CA,0,3885
firm_00156,2021-08-15,2021,1,256000.0,256000.0,0,1,1,1,0,0,0,1,0,0,0,PA,0,1739
firm_00157,2020-08-27,2020,2,1224933.0,1099973.0,143,2,1,1,1,0,0,0,1,1,0,CA,0,2092
firm_00158,2019-07-01,2019,1,200000.0,200000.0,0,1,1,1,0,0,0,0,1,0,0,NJ,0,2515
firm_00159,2010-12-28,2010,5,1118985.0,749988.0,1065,3,3,4,1,1,0,0,0,0,0,CA,0,5622
firm_00160,2019-02-19,2019,1,149999.0,149999.0,0,1,1,1,0,0,0,0,1,0,0,VA,0,2647
firm_00161,2020-02-01,2020,1,224851.0,224851.0,0,1,1,1,0,0,0,1,0,0,0,CA,0,2300
firm_00162,2020-05-15,2020,1,224966.0,224966.0,0,1,1,1,0,0,0,1,0,0,0,PA,0,2196
firm_00163,2020-02-01,2020,1,225000.0,225000.0,0,1,1,1,0,0,0,1,0,0,0,CA,0,2300
firm_00164,2021-07-15,2021,1,255857.0,255857.0,0,1,1,1,0,0,0,1,0,0,0,HI,0,1770
firm_00165,2012-02-01,2012,4,492646.0,149811.0,0,1,1,4,0,1,0,0,0,0,0,AL,0,5222
firm_00166,2020-06-01,2020,1,224999.0,224999.0,0,1,1,1,0,0,0,1,0,0,0,CO,1,532
firm_00167,2012-02-20,2012,1,150000.0,150000.0,0,1,1,1,0,0,0,0,1,0,0,MA,0,5203
firm_00168,2010-06-21,2010,1,99837.0,99837.0,0,1,1,1,0,1,0,0,0,0,0,KY,0,5812
firm_00169,2010-01-29,2010,14,3724085.0,1374130.0,2205,6,5,11,3,1,0,0,0,1,0,CA,0,5955
firm_00170,2009-12-16,2010,16,5968554.0,1329980.0,2161,5,6,10,6,1,0,0,0,1,0,UT,0,5999
firm_00171,2016-06-13,2016,1,146671.0,146671.0,0,1,1,1,0,0,0,0,1,0,0,VA,0,3628
firm_00172,2010-01-29,2010,43,11740065.0,1229950.0,2251,9,8,31,12,1,0,0,0,1,0,CA,0,5955
firm_00173,2018-04-13,2018,1,124997.0,124997.0,0,1,1,1,0,1,0,0,0,0,0,CA,0,2959
firm_00174,2021-01-01,2021,1,255238.0,255238.0,0,1,1,1,0,0,0,1,0,0,0,PA,1,486
firm_00175,2019-12-12,2020,1,25000.0,25000.0,0,1,1,1,0,1,0,0,0,0,0,IL,0,2351
firm_00176,2020-01-15,2020,1,223729.0,223729.0,0,1,1,1,0,0,0,1,0,0,0,TX,1,748
firm_00177,2013-03-28,2013,1,149984.0,149984.0,0,1,1,1,0,1,0,0,0,0,0,TN,1,4477
firm_00178,2019-11-01,2019,1,224847.0,224847.0,0,1,1,1,0,0,0,1,0,0,0,MI,0,2392
firm_00179,2020-06-01,2020,1,224594.0,224594.0,0,1,1,1,0,0,0,1,0,0,0,NC,0,2179
firm_00180,2015-09-23,2010,5,3170812.0,978342.0,661,3,3,1,4,0,1,0,0,0,0,NC,0,3892
firm_00181,2011-06-17,2011,7,1275525.0,595885.0,2654,3,3,6,1,1,0,0,1,0,0,NY,0,5451
firm_00182,2021-08-01,2021,1,256000.0,256000.0,0,1,1,1,0,0,0,1,0,0,0,CO,0,1753
firm_00183,2010-02-03,2010,17,5469630.0,1488500.0,1633,4,6,13,4,1,0,0,0,0,0,NY,0,5950
firm_00184,2012-02-20,2012,1,149884.0,149884.0,0,1,1,1,0,0,0,0,1,0,0,NY,0,5203
firm_00185,2021-05-10,2021,2,2172488.0,2041036.0,626,2,2,1,1,1,0,0,0,1,0,TX,0,1836
firm_00186,2010-06-28,2010,5,1116615.0,747507.0,1543,2,4,4,1,1,0,0,0,0,0,CO,1,1934
firm_00187,2022-09-09,2022,3,1059722.0,998222.0,0,2,1,3,0,0,1,0,0,0,0,VA,0,1349
firm_00188,2015-01-01,2015,1,149884.0,149884.0,0,1,1,1,0,0,0,1,0,0,0,NC,0,4157
firm_00189,2017-06-01,2017,1,224978.0,224978.0,0,1,1,1,0,1,0,0,0,0,0,VA,0,3275
firm_00190,2021-09-01,2021,1,255906.0,255906.0,0,1,1,1,0,0,0,1,0,0,0,MA,0,1722
firm_00191,2022-06-21,2022,1,181500.0,181500.0,0,1,1,1,0,0,0,0,0,0,1,IL,1,897
firm_00192,2021-12-01,2022,1,256000.0,256000.0,0,1,1,1,0,0,0,1,0,0,0,CA,0,1631
firm_00193,2022-05-25,2022,1,181650.0,181650.0,0,1,1,1,0,0,0,0,0,0,1,OR,0,1456
firm_00194,2014-06-20,2014,1,124556.0,124556.0,0,1,1,1,0,0,0,0,0,1,0,CA,0,4352
firm_00195,2022-02-14,2022,1,249973.0,249973.0,0,1,1,1,0,0,0,0,1,0,0,IL,0,1556
firm_00196,2022-08-01,2022,3,3173336.0,1933503.0,322,2,2,1,2,0,1,0,0,0,0,AZ,0,1388
firm_00197,2021-05-01,2021,1,256000.0,256000.0,0,1,1,1,0,0,0,1,0,0,0,NY,0,1845
firm_00198,2021-05-01,2021,1,256000.0,256000.0,0,1,1,1,0,0,0,1,0,0,0,DC,0,1845
firm_00199,2019-09-01,2019,1,150000.0,150000.0,0,1,1,1,0,0,1,0,0,0,0,CA,0,2453
firm_00200,2021-08-01,2021,1,256000.0,256000.0,0,1,1,1,0,0,0,1,0,0,0,CO,0,1753
firm_00201,2009-08-05,2010,238,70216502.0,2699830.0,2074,10,7,165,73,1,0,0,0,1,0,VA,1,5300
firm_00202,2021-09-22,2021,1,239998.0,239998.0,0,1,1,1,0,1,0,0,0,0,0,VA,0,1701
firm_00203,2009-12-03,2010,135,39255857.0,1734850.0,2212,9,7,94,41,1,0,0,0,1,0,TX,0,6012
firm_00204,2020-06-01,2020,1,225000.0,225000.0,0,1,1,1,0,0,0,1,0,0,0,MN,0,2179
firm_00205,2010-07-28,2010,1,99892.0,99892.0,0,1,1,1,0,1,0,0,0,0,0,IN,0,5775
firm_00206,2010-03-03,2010,11,3237992.0,899415.0,1139,4,4,8,3,1,0,0,0,1,0,MA,0,5922
firm_00207,2009-10-19,2010,77,21442941.0,1637000.0,2226,6,7,57,20,1,0,0,0,1,0,FL,0,6057
firm_00208,2020-05-15,2020,1,225000.0,225000.0,0,1,1,1,0,0,0,1,0,0,0,MD,0,2196
firm_00209,2021-06-28,2021,1,199773.0,199773.0,0,1,1,1,0,0,0,0,1,0,0,NJ,0,1787
firm_00210,2010-02-08,2010,21,9865651.0,3775540.0,2509,5,8,16,5,1,0,0,0,0,0,NM,0,5945
firm_00211,2021-08-15,2021,1,256000.0,256000.0,0,1,1,1,0,0,0,1,0,0,0,DC,0,1739
firm_00212,2020-08-15,2020,1,225000.0,225000.0,0,1,1,1,0,0,0,1,0,0,0,MA,0,2104
firm_00213,2021-11-15,2021,1,256000.0,256000.0,0,1,1,1,0,0,0,1,0,0,0,MI,0,1647
firm_00214,2019-07-01,2019,1,225000.0,225000.0,0,1,1,1,0,0,0,1,0,0,0,MO,0,2515
firm_00215,2010-11-24,2010,11,5003973.0,1322240.0,1934,3,6,6,5,1,0,0,0,0,0,VA,0,5656
firm_00216,2010-01-29,2010,27,7580783.0,943667.0,1926,5,7,19,8,1,0,0,0,1,0,NJ,0,5955
firm_00217,2020-06-29,2020,1,200000.0,200000.0,0,1,1,1,0,0,0,0,1,0,0,CA,0,2151
firm_00218,2020-07-01,2020,1,224954.0,224954.0,0,1,1,1,0,0,0,1,0,0,0,MA,0,2149
firm_00219,2010-01-29,2010,4,397996.0,100000.0,577,3,3,4,0,1,0,0,0,1,0,NM,0,5955
firm_00220,2009-08-28,2010,70,24571416.0,1202060.0,1962,6,6,43,27,1,0,0,0,1,0,CA,0,6109
firm_00221,2009-10-26,2010,20,8449414.0,2456830.0,2110,4,6,12,8,1,0,0,0,1,0,MI,0,6050
firm_00222,2017-02-21,2017,1,154590.0,154590.0,0,1,1,1,0,0,0,0,1,0,0,ND,0,3375
firm_00223,2014-09-10,2014,1,149974.0,149974.0,0,1,1,1,0,1,0,0,0,0,0,TN,0,4270
firm_00224,2022-06-27,2022,2,413000.0,206500.0,0,1,1,2,0,0,0,0,1,0,0,NY,0,1423
firm_00225,2020-09-01,2020,1,225000.0,225000.0,0,1,1,1,0,0,0,1,0,0,0,NC,0,2087
firm_00226,2017-06-06,2017,1,225000.0,225000.0,0,1,1,1,0,0,0,0,1,0,0,WA,0,3270
firm_00227,2022-08-01,2022,2,499866.0,249933.0,0,1,1,1,1,0,0,0,1,0,0,CA,0,1388
firm_00228,2021-02-15,2021,1,256000.0,256000.0,0,1,1,1,0,0,0,1,0,0,0,NM,1,1347
firm_00229,2020-05-15,2020,1,225000.0,225000.0,0,1,1,1,0,0,0,1,0,0,0,MI,0,2196
firm_00230,2022-09-01,2022,1,149640.0,149640.0,0,1,1,1,0,0,0,0,0,0,0,RI,0,1357
firm_00231,2010-01-29,2010,23,5829172.0,1019620.0,1834,6,6,17,6,1,0,0,0,1,0,VA,0,5955
firm_00232,2022-02-23,2022,1,174061.0,174061.0,0,1,1,1,0,0,0,0,0,0,1,VA,1,1542
firm_00233,2021-06-07,2021,1,139816.0,139816.0,0,1,1,1,0,1,0,0,0,0,0,MA,0,1808
firm_00234,2020-01-01,2020,1,225000.0,225000.0,0,1,1,1,0,0,0,1,0,0,0,OH,0,2331
firm_00235,2017-07-01,2017,1,225000.0,225000.0,0,1,1,1,0,0,0,1,0,0,0,NC,0,3245
firm_00236,2019-06-01,2019,1,224954.0,224954.0,0,1,1,1,0,0,0,1,0,0,0,MA,1,1025
