firm_id,index_date,index_year,n_pre_grants,total_pre_amount,max_single_award,years_first_to_index_days,n_grantors_pre,n_active_years_pre,n_phase1_pre,n_phase2_pre,has_dod,has_nih,has_nsf,has_doe,has_nasa,has_usda,state_at_index,event_1m,days_to_event_1m
firm_03281,2021-11-05,2022,1,49884.0,49884.0,0,1,1,1,0,1,0,0,0,0,0,WA,0,1657
firm_03282,2021-11-04,2022,1,49434.0,49434.0,0,1,1,1,0,1,0,0,0,0,0,NH,0,1658
firm_03283,2010-01-20,2010,27,9680938.0,1497320.0,2199,5,7,18,9,1,0,0,0,1,0,ID,0,5964
firm_03284,2019-09-16,2019,1,222921.0,222921.0,0,1,1,1,0,0,1,0,0,0,0,UT,0,2438
firm_03285,2019-12-12,2020,1,50000.0,50000.0,0,1,1,1,0,1,0,0,0,0,0,MI,0,2351
firm_03286,2011-06-17,2010,1,149000.0,149000.0,0,1,1,1,0,0,0,0,1,0,0,TX,0,5451
firm_03287,2016-05-26,2016,1,79993.0,79993.0,0,1,1,1,0,1,0,0,0,0,0,FL,0,3646
firm_03288,2019-12-12,2020,1,43673.0,43673.0,0,1,1,1,0,1,0,0,0,0,0,CA,1,336
firm_03289,2019-09-15,2019,1,228113.0,228113.0,0,1,1,1,0,0,1,0,0,0,0,MO,0,2439
firm_03290,2021-08-10,2021,2,2063260.0,1770171.0,0,2,1,1,1,0,1,0,0,0,0,PA,0,1744
firm_03291,2020-05-18,2020,1,199996.0,199996.0,0,1,1,1,0,1,0,0,0,0,0,MD,0,2193
firm_03292,2022-06-27,2022,1,200000.0,200000.0,0,1,1,1,0,0,0,0,1,0,0,CA,0,1423
firm_03293,2020-09-24,2020,1,224672.0,224672.0,0,1,1,1,0,0,1,0,0,0,0,IL,1,652
firm_03294,2010-01-29,2010,6,1267576.0,748060.0,2074,4,4,5,1,1,0,0,0,1,0,OH,0,5955
firm_03295,2021-12-01,2022,1,254278.0,254278.0,0,1,1,1,0,0,0,1,0,0,0,VA,0,1631
firm_03296,2017-09-11,2017,1,211535.0,211535.0,0,1,1,1,0,0,1,0,0,0,0,IL,1,2674
firm_03297,2010-10-18,2011,11,6030648.0,2001500.0,2504,2,6,7,4,1,0,0,0,0,0,VA,0,5693
firm_03298,2022-04-15,2022,1,255136.0,255136.0,0,1,1,1,0,0,0,1,0,0,0,MD,0,1496
firm_03299,2015-07-01,2010,1,225000.0,225000.0,0,1,1,1,0,0,0,1,0,0,0,NY,0,3976
firm_03300,2014-07-01,2014,1,149200.0,149200.0,0,1,1,1,0,0,0,0,0,0,0,NY,0,4341
firm_03301,2016-06-13,2016,1,149326.0,149326.0,0,1,1,1,0,0,0,0,1,0,0,MN,1,2625
firm_03302,2012-01-01,2012,1,149475.0,149475.0,0,1,1,1,0,0,0,1,0,0,0,CA,0,5253
firm_03303,2017-09-25,2017,1,299675.0,299675.0,0,1,1,1,0,0,1,0,0,0,0,NJ,0,3159
firm_03304,2022-06-01,2022,1,255780.0,255780.0,0,1,1,1,0,0,0,1,0,0,0,CA,0,1449
firm_03305,2021-02-08,2021,2,99421.0,49721.0,0,1,1,2,0,1,0,0,0,0,0,OK,0,1927
firm_03306,2022-04-01,2022,1,255642.0,255642.0,0,1,1,1,0,0,0,1,0,0,0,IL,0,1510
firm_03307,2020-05-22,2020,1,99992.0,99992.0,0,1,1,1,0,0,0,0,0,0,1,TX,0,2189
firm_03308,2021-06-28,2021,1,200000.0,200000.0,0,1,1,1,0,0,0,0,1,0,0,CO,0,1787
firm_03309,2022-09-15,2022,1,255899.0,255899.0,0,1,1,1,0,0,0,1,0,0,0,CA,0,1343
firm_03310,2017-07-01,2017,1,225000.0,225000.0,0,1,1,1,0,0,0,1,0,0,0,CT,0,3245
firm_03311,2022-08-15,2022,1,255999.0,255999.0,0,1,1,1,0,0,0,1,0,0,0,FL,0,1374
firm_03312,2021-12-01,2022,1,256000.0,256000.0,0,1,1,1,0,0,0,1,0,0,0,FL,0,1631
firm_03313,2009-12-31,2010,47,12142750.0,1710000.0,2222,7,7,35,12,1,0,0,0,1,0,CA,0,5984
firm_03314,2021-02-09,2021,2,1049990.0,999993.0,210,1,2,1,1,1,0,0,0,0,0,NY,0,1926
firm_03315,2022-09-23,2022,1,252262.0,252262.0,0,1,1,1,0,0,1,0,0,0,0,CA,0,1335
firm_03316,2020-03-09,2020,1,47955.0,47955.0,0,1,1,1,0,1,0,0,0,0,0,CO,0,2263
firm_03317,2016-03-15,2010,2,1717216.0,1498304.0,561,1,2,1,1,0,1,0,0,0,0,MA,0,3718
firm_03318,2011-01-01,2011,4,1068821.0,749446.0,2180,3,4,3,1,1,0,1,0,0,0,WY,0,5618
firm_03319,2022-09-15,2022,1,255655.0,255655.0,0,1,1,1,0,0,0,1,0,0,0,NY,0,1343
firm_03320,2017-02-15,2017,1,150000.0,150000.0,0,1,1,1,0,1,0,0,0,0,0,CA,0,3381
firm_03321,2020-02-15,2020,1,221263.0,221263.0,0,1,1,1,0,0,1,0,0,0,0,WI,0,2286
firm_03322,2020-08-01,2020,1,256000.0,256000.0,0,1,1,1,0,0,0,1,0,0,0,IL,0,2118
firm_03323,2015-03-01,2010,2,1724965.0,1499974.0,166,1,2,1,1,0,1,0,0,0,0,FL,0,4098
firm_03324,2018-01-01,2018,1,224417.0,224417.0,0,1,1,1,0,0,0,1,0,0,0,FL,0,3061
firm_03325,2021-11-05,2022,1,49994.0,49994.0,0,1,1,1,0,1,0,0,0,0,0,CA,0,1657
firm_03326,2021-04-14,2021,1,49951.0,49951.0,0,1,1,1,0,1,0,0,0,0,0,MA,1,1612
firm_03327,2022-07-18,2022,1,155811.0,155811.0,0,1,1,1,0,0,0,0,0,1,0,MT,0,1402
firm_03328,2009-11-30,2010,101,26857914.0,1073970.0,2205,6,7,73,28,1,0,0,0,1,0,CA,0,6015
firm_03329,2022-06-27,2022,1,200000.0,200000.0,0,1,1,1,0,0,0,0,1,0,0,CA,0,1423
firm_03330,2020-07-01,2020,1,224999.0,224999.0,0,1,1,1,0,0,0,1,0,0,0,PA,1,394
firm_03331,2019-08-02,2019,1,49960.0,49960.0,0,1,1,1,0,1,0,0,0,0,0,CO,0,2483
firm_03332,2021-02-01,2021,1,230868.0,230868.0,0,1,1,1,0,1,0,0,0,0,0,AL,0,1934
firm_03333,2018-04-01,2018,1,235980.0,235980.0,0,1,1,1,0,0,1,0,0,0,0,CA,0,2971
firm_03334,2021-12-01,2022,1,255974.0,255974.0,0,1,1,1,0,0,0,1,0,0,0,NY,0,1631
firm_03335,2015-01-01,2015,1,124206.0,124206.0,0,1,1,1,0,0,0,1,0,0,0,CT,0,4157
firm_03336,2022-06-15,2022,1,256000.0,256000.0,0,1,1,1,0,0,0,1,0,0,0,MN,0,1435
firm_03337,2020-07-13,2020,1,149976.0,149976.0,0,1,1,1,0,1,0,0,0,0,0,OH,0,2137
firm_03338,2019-08-01,2019,2,1500407.0,1007907.0,0,2,1,1,1,0,1,0,0,0,0,NY,0,2484
firm_03339,2016-06-13,2010,1,149979.0,149979.0,0,1,1,1,0,0,0,0,1,0,0,CA,0,3628
firm_03340,2015-06-17,2015,3,274158.0,124464.0,3688,2,3,3,0,1,0,0,0,1,0,CA,0,3990
firm_03341,2015-09-30,2015,1,150000.0,150000.0,0,1,1,1,0,1,0,0,0,0,0,CT,0,3885
firm_03342,2019-06-19,2019,1,100000.0,100000.0,0,1,1,1,0,0,0,0,0,0,1,TX,0,2527
firm_03343,2021-11-15,2022,1,255988.0,255988.0,0,1,1,1,0,0,0,1,0,0,0,AL,0,1647
firm_03344,2018-09-01,2018,2,927726.0,777991.0,0,2,1,1,1,0,1,0,0,0,0,TN,0,2818
firm_03345,2010-03-11,2010,3,1373858.0,1173860.0,2089,2,3,2,1,1,0,0,0,0,0,CA,0,5914
firm_03346,2020-02-11,2020,1,224867.0,224867.0,0,1,1,1,0,1,0,0,0,0,0,VA,0,2290
firm_03347,2022-09-19,2022,1,361552.0,361552.0,0,1,1,1,0,0,1,0,0,0,0,TX,0,1339
firm_03348,2021-04-14,2021,1,50000.0,50000.0,0,1,1,1,0,1,0,0,0,0,0,WI,1,334
firm_03349,2022-05-15,2022,1,249833.0,249833.0,0,1,1,1,0,1,0,0,0,0,0,CO,1,691
firm_03350,2010-04-14,2010,44,15047691.0,1329980.0,2353,6,8,29,15,1,0,0,0,0,0,TX,0,5880
firm_03351,2019-12-12,2020,1,50000.0,50000.0,0,1,1,1,0,1,0,0,0,0,0,VA,0,2351
firm_03352,2009-11-19,2010,28,8334597.0,808144.0,2134,5,6,19,9,1,0,0,0,1,0,CA,0,6026
firm_03353,2020-06-08,2020,1,239917.0,239917.0,0,1,1,1,0,1,0,0,0,0,0,AL,0,2172
firm_03354,2022-08-15,2022,1,255999.0,255999.0,0,1,1,1,0,0,0,1,0,0,0,MA,0,1374
firm_03355,2014-06-20,2014,1,124976.0,124976.0,0,1,1,1,0,0,0,0,0,1,0,RI,0,4352
firm_03356,2016-07-07,2016,2,249731.0,124941.0,0,1,1,2,0,0,0,0,0,1,0,DC,0,3604
firm_03357,2021-06-28,2021,1,200000.0,200000.0,0,1,1,1,0,0,0,0,1,0,0,CT,0,1787
firm_03358,2021-11-04,2022,1,49500.0,49500.0,0,1,1,1,0,1,0,0,0,0,0,CA,0,1658
firm_03359,2020-05-28,2020,1,111436.0,111436.0,0,1,1,1,0,1,0,0,0,0,0,TX,0,2183
firm_03360,2019-07-01,2019,1,224928.0,224928.0,0,1,1,1,0,0,0,1,0,0,0,IL,1,2193
firm_03361,2019-11-21,2020,1,128144.0,128144.0,0,1,1,1,0,1,0,0,0,0,0,MA,0,2372
firm_03362,2010-06-28,2010,13,5286116.0,2206250.0,2401,3,7,8,5,1,0,0,0,1,0,TN,0,5805
firm_03363,2021-06-28,2021,1,206300.0,206300.0,0,1,1,1,0,0,0,0,1,0,0,CA,0,1787
firm_03364,2021-04-29,2021,1,106500.0,106500.0,0,1,1,1,0,0,0,0,0,0,1,TX,0,1847
firm_03365,2017-03-14,2017,1,149450.0,149450.0,0,1,1,1,0,1,0,0,0,0,0,DE,1,1358
firm_03366,2021-06-01,2021,1,255831.0,255831.0,0,1,1,1,0,0,0,1,0,0,0,WA,1,1168
firm_03367,2021-04-19,2021,2,1049013.0,999257.0,298,1,2,1,1,1,0,0,0,0,0,CA,0,1857
firm_03368,2019-09-30,2019,1,225000.0,225000.0,0,1,1,1,0,0,1,0,0,0,0,CA,0,2424
firm_03369,2016-01-01,2016,1,150000.0,150000.0,0,1,1,1,0,0,0,1,0,0,0,CA,0,3792
firm_03370,2021-09-01,2021,1,128918.0,128918.0,0,1,1,1,0,0,0,0,0,0,0,FL,0,1722
firm_03371,2022-05-13,2022,1,124608.0,124608.0,0,1,1,1,0,0,0,0,0,0,0,AL,1,1105
firm_03372,2018-07-15,2018,1,225000.0,225000.0,0,1,1,1,0,0,0,1,0,0,0,MD,0,2866
firm_03373,2020-09-30,2020,1,249963.0,249963.0,0,1,1,1,0,1,0,0,0,0,0,MD,0,2058
firm_03374,2022-09-01,2011,2,330000.0,275000.0,0,2,1,2,0,0,1,0,0,0,0,PA,0,1357
firm_03375,2019-01-31,2019,1,75000.0,75000.0,0,1,1,1,0,1,0,0,0,0,0,CT,1,1852
firm_03376,2010-02-24,2010,4,1043033.0,749665.0,1055,2,4,3,1,1,0,0,0,0,0,NM,1,5528
firm_03377,2022-03-01,2022,1,256000.0,256000.0,0,1,1,1,0,0,0,1,0,0,0,NY,0,1541
firm_03378,2020-03-09,2020,1,50000.0,50000.0,0,1,1,1,0,1,0,0,0,0,0,IN,0,2263
firm_03379,2020-06-04,2020,1,239709.0,239709.0,0,1,1,1,0,1,0,0,0,0,0,PA,0,2176
firm_03380,2012-06-20,2012,1,150000.0,150000.0,0,1,1,1,0,0,0,0,0,0,0,NY,0,5082
firm_03381,2021-02-05,2021,3,3549898.0,1999973.0,234,1,2,1,2,1,0,0,0,0,0,NY,0,1930
firm_03382,2020-12-06,2021,2,276615.25,149992.0,585,2,2,1,0,1,0,0,0,0,0,FR,0,1991
firm_03383,2010-10-21,2011,8,2819202.0,749832.0,925,1,3,5,3,1,0,0,0,0,0,VA,0,5690
firm_03384,2022-01-04,2022,1,224212.0,224212.0,0,1,1,1,0,1,0,0,0,0,0,VA,0,1597
firm_03385,2010-01-14,2010,35,10881747.0,867626.0,2254,5,8,23,12,1,0,0,0,1,0,MD,0,5970
firm_03386,2015-09-15,2015,1,237138.0,237138.0,0,1,1,1,0,0,1,0,0,0,0,CA,0,3900
firm_03387,2021-09-30,2021,2,543000.0,300000.0,0,2,1,2,0,0,1,0,0,0,0,IN,0,1693
firm_03388,2021-04-15,2021,1,49995.0,49995.0,0,1,1,1,0,1,0,0,0,0,0,CA,0,1861
firm_03389,2021-10-01,2022,1,149998.0,149998.0,0,1,1,1,0,1,0,0,0,0,0,FL,0,1692
firm_03390,2021-05-12,2021,2,249897.0,124982.0,0,1,1,2,0,0,0,0,0,1,0,MD,0,1834
firm_03391,2022-06-28,2022,1,149617.0,149617.0,0,1,1,1,0,0,0,0,0,1,0,DC,0,1422
firm_03392,2017-06-09,2017,1,124923.0,124923.0,0,1,1,1,0,0,0,0,0,1,0,AZ,0,3267
firm_03393,2020-04-07,2020,1,300000.0,300000.0,0,1,1,1,0,0,1,0,0,0,0,CA,0,2234
firm_03394,2016-07-01,2016,1,225000.0,225000.0,0,1,1,1,0,0,0,1,0,0,0,IL,0,3610
firm_03395,2022-09-07,2022,1,275766.0,275766.0,0,1,1,1,0,0,1,0,0,0,0,NC,0,1351
firm_03396,2022-03-18,2022,1,172499.0,172499.0,0,1,1,1,0,1,0,0,0,0,0,IN,0,1524
firm_03397,2021-02-26,2021,1,44556.0,44556.0,0,1,1,1,0,1,0,0,0,0,0,KS,1,474
firm_03398,2018-09-30,2011,2,975544.0,750544.0,0,2,1,1,1,0,1,0,0,0,0,MO,0,2789
firm_03399,2010-07-30,2010,1,99333.0,99333.0,0,1,1,1,0,1,0,0,0,0,0,TX,0,5773
firm_03400,2014-12-01,2014,3,702254.0,474592.0,229,3,1,2,1,0,1,0,0,0,0,AZ,0,4188
firm_03401,2021-11-01,2022,1,256000.0,256000.0,0,1,1,1,0,0,0,1,0,0,0,MN,0,1661
firm_03402,2020-06-29,2020,1,250000.0,250000.0,0,1,1,1,0,0,0,0,1,0,0,PA,0,2151
firm_03403,2019-12-12,2020,1,49950.0,49950.0,0,1,1,1,0,1,0,0,0,0,0,DC,0,2351
firm_03404,2014-07-30,2014,1,99576.0,99576.0,0,1,1,1,0,1,0,0,0,0,0,DC,0,4312
firm_03405,2020-08-01,2020,1,255999.0,255999.0,0,1,1,1,0,0,0,1,0,0,0,MA,0,2118
firm_03406,2012-02-13,2012,3,325000.0,125000.0,1487,1,3,3,0,0,0,0,0,1,0,OR,0,5210
firm_03407,2022-07-25,2022,1,149783.0,149783.0,0,1,1,1,0,0,0,0,0,1,0,VA,0,1395
firm_03408,2010-01-22,2010,32,12137785.0,1999940.0,2117,6,7,21,11,1,0,0,0,0,0,CO,0,5962
firm_03409,2022-04-01,2022,1,280160.0,280160.0,0,1,1,1,0,0,1,0,0,0,0,TX,0,1510
firm_03410,2019-04-05,2019,1,149948.0,149948.0,0,1,1,1,0,1,0,0,0,0,0,VA,0,2602
firm_03411,2016-11-15,2017,1,79922.0,79922.0,0,1,1,1,0,1,0,0,0,0,0,AZ,0,3473
firm_03412,2017-06-09,2017,1,91181.0,91181.0,0,1,1,1,0,0,0,0,0,1,0,CO,0,3267
firm_03413,2022-06-15,2022,1,216000.0,216000.0,0,1,1,1,0,0,0,1,0,0,0,VA,0,1435
firm_03414,2021-02-22,2021,1,200000.0,200000.0,0,1,1,1,0,0,0,0,1,0,0,VA,0,1913
firm_03415,2019-09-15,2019,1,224305.0,224305.0,0,1,1,1,0,0,1,0,0,0,0,NY,1,963
firm_03416,2022-09-20,2022,1,259613.0,259613.0,0,1,1,1,0,0,1,0,0,0,0,OR,0,1338
firm_03417,2018-09-19,2018,2,1788493.0,1496599.0,0,2,1,1,1,0,1,0,0,0,0,CA,0,2800
firm_03418,2013-02-01,2013,6,5664329.0,1000000.0,1657,1,2,2,4,0,1,0,0,0,0,NY,0,4856
firm_03419,2014-06-10,2011,5,4511831.0,991403.0,1056,2,2,1,4,0,1,0,0,0,0,NY,0,4362
firm_03420,2010-02-19,2010,1,69935.0,69935.0,0,1,1,1,0,1,0,0,0,0,0,MO,0,5934
firm_03421,2022-06-27,2022,1,250000.0,250000.0,0,1,1,1,0,0,0,0,1,0,0,KY,0,1423
firm_03422,2022-09-06,2022,1,258625.0,258625.0,0,1,1,1,0,0,1,0,0,0,0,OR,0,1352
firm_03423,2010-10-18,2011,1,69972.0,69972.0,0,1,1,1,0,1,0,0,0,0,0,IN,0,5693
firm_03424,2022-08-30,2022,1,250000.0,250000.0,0,1,1,1,0,1,0,0,0,0,0,OR,0,1359
firm_03425,2021-02-09,2021,1,49940.0,49940.0,0,1,1,1,0,1,0,0,0,0,0,IN,0,1926
firm_03426,2016-06-10,2016,1,124824.0,124824.0,0,1,1,1,0,0,0,0,0,1,0,NC,0,3631
firm_03427,2021-10-29,2022,1,49366.0,49366.0,0,1,1,1,0,1,0,0,0,0,0,CA,0,1664
firm_03428,2022-04-15,2022,3,1586728.0,1000000.0,0,2,1,1,2,0,1,0,0,0,0,MA,0,1496
firm_03429,2022-04-07,2022,1,174235.0,174235.0,0,1,1,1,0,0,0,0,0,0,1,NE,0,1504
firm_03430,2021-05-01,2021,1,278957.0,278957.0,0,1,1,1,0,0,1,0,0,0,0,MA,0,1845
firm_03431,2017-03-17,2017,3,1219683.0,501904.0,0,2,1,1,2,0,1,0,0,0,0,CA,1,2978
firm_03432,2019-02-01,2019,1,224780.0,224780.0,0,1,1,1,0,0,0,1,0,0,0,NM,0,2665
firm_03433,2010-01-29,2010,10,1879072.0,599945.0,2205,1,5,8,2,0,0,0,0,1,0,TX,0,5955
firm_03434,2022-03-15,2022,1,256000.0,256000.0,0,1,1,1,0,0,0,1,0,0,0,NY,0,1527
firm_03435,2018-01-08,2018,1,149947.0,149947.0,0,1,1,1,0,1,0,0,0,0,0,FL,0,3054
firm_03436,2011-09-30,2011,1,149934.0,149934.0,0,1,1,1,0,1,0,0,0,0,0,NM,0,5346
firm_03437,2019-12-09,2020,4,1113432.0,541332.0,0,2,1,1,3,0,1,0,0,0,0,CA,0,2354
firm_03438,2011-08-04,2011,12,5247793.0,1550000.0,1723,3,6,7,5,1,0,0,0,0,0,AZ,0,5403
firm_03439,2014-12-17,2015,3,1195764.0,485382.0,1553,2,2,1,2,0,1,0,0,0,0,SC,0,4172
firm_03440,2021-11-04,2022,1,46989.0,46989.0,0,1,1,1,0,1,0,0,0,0,0,OH,0,1658
firm_03441,2021-04-16,2021,1,49996.0,49996.0,0,1,1,1,0,1,0,0,0,0,0,TX,1,145
firm_03442,2019-07-24,2019,1,75000.0,75000.0,0,1,1,1,0,1,0,0,0,0,0,FL,0,2492
firm_03443,2022-09-01,2022,1,445000.0,445000.0,0,1,1,1,0,0,1,0,0,0,0,WA,0,1357
firm_03444,2021-09-30,2021,1,374636.0,374636.0,0,1,1,1,0,0,1,0,0,0,0,OR,0,1693
firm_03445,2010-01-29,2010,31,9691091.0,1583350.0,2160,6,7,22,9,1,0,0,0,1,0,WV,0,5955
firm_03446,2021-04-12,2021,1,49590.0,49590.0,0,1,1,1,0,1,0,0,0,0,0,WA,0,1864
firm_03447,2022-03-15,2022,1,99944.0,99944.0,0,1,1,1,0,1,0,0,0,0,0,CA,0,1527
firm_03448,2019-10-15,2019,1,224999.0,224999.0,0,1,1,1,0,0,0,1,0,0,0,GA,0,2409
firm_03449,2019-12-12,2020,1,50000.0,50000.0,0,1,1,1,0,1,0,0,0,0,0,LA,0,2351
firm_03450,2020-11-20,2021,1,150000.0,150000.0,0,1,1,1,0,1,0,0,0,0,0,MA,0,2007
firm_03451,2010-01-29,2010,8,1461219.0,471220.0,1277,4,4,6,2,1,0,0,0,1,0,CA,0,5955
firm_03452,2017-04-05,2010,5,5457909.0,1713006.0,2043,3,3,1,4,0,1,0,0,0,0,AZ,0,3332
firm_03453,2019-04-01,2019,3,1729344.0,1103854.0,0,2,1,1,2,0,1,0,0,0,0,CA,0,2606
firm_03454,2010-01-29,2010,16,5504836.0,789979.0,2247,5,8,10,6,1,0,0,0,1,0,MI,0,5955
firm_03455,2015-07-01,2015,2,3299998.0,2999998.0,0,1,1,1,1,0,1,0,0,0,0,MA,0,3976
firm_03456,2018-04-09,2018,1,150000.0,150000.0,0,1,1,1,0,0,0,0,1,0,0,CA,1,626
firm_03457,2010-01-29,2010,42,14869177.0,3249010.0,2205,5,7,30,12,1,0,0,0,1,0,CA,0,5955
firm_03458,2022-09-30,2022,1,368195.0,368195.0,0,1,1,1,0,0,1,0,0,0,0,CA,0,1328
firm_03459,2019-09-01,2019,2,1387467.0,1173499.0,0,2,1,1,1,0,1,0,0,0,0,AL,0,2453
firm_03460,2010-05-03,2010,55,27998027.0,2059850.0,2363,6,8,30,25,1,0,0,0,0,0,VA,1,3264
firm_03461,2022-09-01,2022,1,398734.0,398734.0,0,1,1,1,0,0,1,0,0,0,0,CA,1,70
firm_03462,2011-07-28,2011,1,99753.0,99753.0,0,1,1,1,0,1,0,0,0,0,0,CA,1,1596
firm_03463,2019-09-03,2019,1,549794.0,549794.0,0,1,1,1,0,0,1,0,0,0,0,MA,0,2451
firm_03464,2021-11-15,2022,1,256000.0,256000.0,0,1,1,1,0,0,0,1,0,0,0,AL,0,1647
firm_03465,2015-09-25,2015,1,149811.0,149811.0,0,1,1,1,0,1,0,0,0,0,0,MN,0,3890
firm_03466,2021-02-05,2021,1,49849.0,49849.0,0,1,1,1,0,1,0,0,0,0,0,VA,0,1930
firm_03467,2016-07-20,2016,1,149938.0,149938.0,0,1,1,1,0,1,0,0,0,0,0,FL,0,3591
firm_03468,2021-05-17,2021,1,124752.0,124752.0,0,1,1,1,0,0,0,0,0,1,0,NY,1,744
firm_03469,2014-05-15,2010,3,2589222.0,999700.0,530,2,2,1,2,0,1,0,0,0,0,MI,0,4388
firm_03470,2022-09-15,2022,1,256580.0,256580.0,0,1,1,1,0,0,1,0,0,0,0,MI,0,1343
firm_03471,2019-09-11,2019,4,4610615.0,1825319.0,0,3,1,1,3,0,1,0,0,0,0,MO,0,2443
firm_03472,2022-07-05,2022,1,249979.0,249979.0,0,1,1,1,0,1,0,0,0,0,0,CA,1,485
firm_03473,2013-06-19,2013,1,79750.0,79750.0,0,1,1,1,0,1,0,0,0,0,0,VA,0,4718
firm_03474,2021-09-09,2010,1,99928.0,99928.0,0,1,1,1,0,1,0,0,0,0,0,CO,0,1714
firm_03475,2016-06-10,2016,1,112068.0,112068.0,0,1,1,1,0,0,0,0,0,1,0,CA,0,3631
firm_03476,2021-08-11,2021,1,255991.0,255991.0,0,1,1,1,0,0,1,0,0,0,0,TX,1,1269
firm_03477,2022-03-15,2022,1,256000.0,256000.0,0,1,1,1,0,0,0,1,0,0,0,CA,0,1527
firm_03478,2011-07-01,2011,1,150000.0,150000.0,0,1,1,1,0,0,0,1,0,0,0,IN,0,5437
firm_03479,2018-04-01,2018,1,223556.0,223556.0,0,1,1,1,0,0,1,0,0,0,0,IL,0,2971
firm_03480,2019-12-12,2020,1,49955.0,49955.0,0,1,1,1,0,1,0,0,0,0,0,OH,1,1372
firm_03481,2010-03-16,2010,37,14398850.0,1447560.0,2283,7,8,24,13,1,0,0,0,1,0,CA,0,5909
firm_03482,2022-08-01,2022,1,191738.0,191738.0,0,1,1,1,0,0,1,0,0,0,0,GA,0,1388
firm_03483,2010-06-28,2010,20,5309662.0,749734.0,2407,4,8,14,6,1,0,0,0,1,0,UT,0,5805
firm_03484,2011-01-06,2011,11,3154296.0,749731.0,2428,5,6,7,4,1,0,0,0,1,0,VA,0,5613
firm_03485,2021-11-05,2022,1,49416.0,49416.0,0,1,1,1,0,1,0,0,0,0,0,WA,0,1657
firm_03486,2017-08-01,2017,4,2952000.0,1000000.0,0,2,1,2,2,0,1,0,0,0,0,MD,0,3214
firm_03487,2021-11-04,2022,1,49670.0,49670.0,0,1,1,1,0,1,0,0,0,0,0,TN,0,1658
firm_03488,2020-08-01,2020,1,256000.0,256000.0,0,1,1,1,0,0,0,1,0,0,0,CA,1,706
firm_03489,2014-05-05,2014,1,80000.0,80000.0,0,1,1,1,0,1,0,0,0,0,0,OH,1,1150
firm_03490,2016-10-28,2017,1,148923.0,148923.0,0,1,1,1,0,1,0,0,0,0,0,CA,0,3491
firm_03491,2009-11-18,2010,94,24940061.0,1766680.0,2177,4,7,71,23,1,0,0,0,0,0,TX,0,6027
firm_03492,2014-10-01,2015,1,148458.0,148458.0,0,1,1,1,0,1,0,0,0,0,0,CO,0,4249
firm_03493,2021-03-01,2021,1,259612.0,259612.0,0,1,1,1,0,0,1,0,0,0,0,NC,0,1906
firm_03494,2017-08-01,2017,1,217130.0,217130.0,0,1,1,1,0,0,1,0,0,0,0,CA,0,3214
firm_03495,2016-07-21,2011,3,2903861.0,1796469.0,1035,2,3,1,2,0,1,0,0,0,0,CA,0,3590
firm_03496,2018-01-01,2018,3,1021738.0,685004.0,3775,2,3,1,2,0,1,0,0,0,0,NE,0,3061
firm_03497,2015-07-01,2015,1,149992.0,149992.0,0,1,1,1,0,0,0,1,0,0,0,TX,0,3976
firm_03498,2022-05-01,2022,1,300000.0,300000.0,0,1,1,1,0,0,1,0,0,0,0,CA,0,1480
firm_03499,2010-01-14,2010,18,8808227.0,2119750.0,2136,5,7,11,7,1,0,0,0,0,0,MN,0,5970
firm_03500,2022-03-01,2022,1,256000.0,256000.0,0,1,1,1,0,0,0,1,0,0,0,IA,0,1541
firm_03501,2016-12-23,2017,1,99565.0,99565.0,0,1,1,1,0,1,0,0,0,0,0,VA,0,3435
firm_03502,2021-04-12,2021,1,49823.0,49823.0,0,1,1,1,0,1,0,0,0,0,0,MA,1,407
firm_03503,2022-04-01,2022,1,255991.0,255991.0,0,1,1,1,0,0,0,1,0,0,0,CA,0,1510
firm_03504,2015-05-01,2014,1,333635.0,333635.0,0,1,1,1,0,0,1,0,0,0,0,MA,0,4037
firm_03505,2021-11-05,2022,1,49892.0,49892.0,0,1,1,1,0,1,0,0,0,0,0,VA,0,1657
firm_03506,2019-12-12,2020,1,48990.0,48990.0,0,1,1,1,0,1,0,0,0,0,0,FL,0,2351
firm_03507,2010-01-29,2010,20,5144779.0,749915.0,1106,3,4,14,6,1,0,0,0,1,0,TX,0,5955
firm_03508,2022-07-07,2022,1,195048.0,195048.0,0,1,1,1,0,0,0,0,0,0,0,MA,0,1413
firm_03509,2017-07-13,2017,1,145326.0,145326.0,0,1,1,1,0,1,0,0,0,0,0,TX,0,3233
firm_03510,2015-09-02,2010,6,4280507.0,1724898.0,854,2,3,1,5,0,1,0,0,0,0,NY,0,3913
firm_03511,2021-04-15,2021,1,308861.0,308861.0,0,1,1,1,0,0,1,0,0,0,0,MA,1,1337
firm_03512,2021-04-14,2021,2,799515.0,749520.0,621,1,2,1,1,1,0,0,0,0,0,OH,0,1862
firm_03513,2018-11-26,2019,1,74857.0,74857.0,0,1,1,1,0,1,0,0,0,0,0,IN,0,2732
firm_03514,2018-07-05,2018,2,1453277.0,1154747.0,0,2,1,1,1,0,1,0,0,0,0,NC,0,2876
firm_03515,2020-03-01,2020,1,100000.0,100000.0,0,1,1,1,0,0,0,0,0,0,0,NC,0,2271
firm_03516,2021-05-03,2021,1,99829.0,99829.0,0,1,1,1,0,0,0,0,0,0,1,UT,0,1843
firm_03517,2022-09-30,2022,3,1175054.0,860515.0,0,2,1,1,2,0,1,0,0,0,0,IL,0,1328
